word,bounds,flag,label,radical,pinyin
母,B,nr,O,母,mǔ
义,M,nr,O,丶,yì
明,E,nr,O,日,míng
SPACE,S,x,O,UNK,UNK
纪,B,nr,O,纟,jì
立,E,nr,O,立,lì
农,B,nr,O,冖,nóng
宁,M,nr,O,宀,níng
光,E,nr,O,儿,guāng
李,B,nr,O,木,lǐ
光,M,nr,O,儿,guāng
伟,E,nr,O,亻,wěi
SPACE,S,x,O,UNK,UNK
单,B,nr,O,十,dān
忠,M,nr,O,心,zhōng
艳,E,nr,O,色,yàn
李,B,nr,O,木,lǐ
焱,E,nr,O,火,yàn
孙,B,nr,O,子,sūn
子,E,nr,O,子,zǐ
林,B,nr,O,木,lín
李,M,nr,O,木,lǐ
延,E,nr,O,廴,yán
兵,S,n,O,八,bīng
赵,B,nrfg,O,走,zhào
家,E,nrfg,O,宀,jiā
军,S,n,O,冖,jūn
SPACE,S,x,O,UNK,UNK
王,B,nr,O,王,wáng
卫,M,nr,O,卩,wèi
庆,E,nr,O,广,qìng
SPACE,S,x,O,UNK,UNK
朱,S,nr,O,木,zhū
大,B,nz,O,大,dà
龙,E,nz,O,龙,lóng
SPACE,S,x,O,UNK,UNK
洪,B,t,O,氵,hóng
天,E,t,O,大,tiān
配,S,v,O,酉,pèi
sep,sep,sep,sep,sep,sep
LB,M,nr,O,UNK,UNK
童,E,nr,O,立,tóng
南,S,x,O,十,nán
伟,B,nr,O,亻,wěi
SPACE,E,nr,O,UNK,UNK
周,B,nr,O,口,zhōu
智,M,nr,O,日,zhì
广,E,nr,O,广,guǎng
SPACE,B,nr,O,UNK,UNK
邹,M,nr,O,阝,zōu
大,E,nr,O,大,dà
进,S,x,O,辶,jìn
刘,B,nr,O,刂,liú
超,M,nr,O,走,chāo
SPACE,E,nr,O,UNK,UNK
李,B,nr,O,木,lǐ
强,E,nr,O,弓,qiáng
SPACE,B,nr,O,UNK,UNK
郭,E,nr,O,阝,guō
立,B,nr,O,立,lì
新,M,nr,O,斤,xīn
SPACE,E,nr,O,UNK,UNK
彭,S,n,O,彡,péng
永,B,nrfg,O,水,yǒng
德,E,nrfg,O,彳,dé
SPACE,S,n,O,UNK,UNK
陈,S,x,O,阝,chén
璐,B,nr,O,王,lù
璐,M,nr,O,王,lù
SPACE,E,nr,O,UNK,UNK
肖,S,x,O,月,xiāo
新,S,nr,O,斤,xīn
华,B,nz,O,十,huá
SPACE,E,nz,O,UNK,UNK
余,S,x,O,人,yú
学,B,t,O,子,xué
锋,E,t,O,钅,fēng
SPACE,S,v,O,UNK,UNK
王,S,x,O,王,wáng
佑,B,nr,O,亻,yòu
民,M,nr,O,乛,mín
姬,E,nr,O,女,jī
秋,S,x,O,禾,qiū
sep,sep,sep,sep,sep,sep
LB,E,nr,O,UNK,UNK
李,S,x,O,木,lǐ
启,B,nr,O,口,qǐ
富,E,nr,O,宀,fù
SPACE,B,nr,O,UNK,UNK
李,M,nr,O,木,lǐ
春,E,nr,O,日,chūn
霖,B,nr,O,雨,lín
SPACE,M,nr,O,UNK,UNK
李,E,nr,O,木,lǐ
全,S,x,O,入,quán
民,B,nr,O,乛,mín
SPACE,M,nr,O,UNK,UNK
时,E,nr,O,日,shí
立,B,nr,O,立,lì
新,E,nr,O,斤,xīn
SPACE,B,nr,O,UNK,UNK
李,E,nr,O,木,lǐ
益,B,nr,O,皿,yì
明,M,nr,O,日,míng
SPACE,E,nr,O,UNK,UNK
石,S,n,O,石,shí
勇,B,nrfg,O,力,yǒng
铨,E,nrfg,O,钅,quán
SPACE,S,n,O,UNK,UNK
翟,S,x,O,羽,dí
所,B,nr,O,户,suǒ
迪,M,nr,O,辶,dí
SPACE,E,nr,O,UNK,UNK
赵,S,x,O,走,zhào
志,S,nr,O,心,zhì
刚,B,nz,O,刂,gāng
SPACE,E,nz,O,UNK,UNK
杨,S,x,O,木,yáng
婉,B,t,O,女,wǎn
花,E,t,O,艹,huā
SPACE,S,v,O,UNK,UNK
纪,S,x,O,纟,jì
立,B,nr,O,立,lì
伟,M,nr,O,亻,wěi
SPACE,E,nr,O,UNK,UNK
赵,S,x,O,走,zhào
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
