word,bounds,flag,label,radical,pinyin
基,B,n,O,土,jī
础,E,n,O,石,chǔ
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
LB,S,x,O,UNK,UNK
基,B,n,O,土,jī
金,M,n,O,金,jīn
项,M,n,O,页,xiàng
目,E,n,O,目,mù
:,S,x,O,UNK,UNK
辽,B,ns,O,辶,liáo
宁,M,ns,O,宀,níng
省,E,ns,O,目,shěng
科,B,n,O,禾,kē
技,M,n,O,扌,jì
攻,M,n,O,攵,gōng
关,E,n,O,丷,guān
计,B,n,O,讠,jì
划,E,n,O,刂,huá
(,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
;,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
年,S,m,O,干,nián
辽,B,ns,O,辶,liáo
宁,M,ns,O,宀,níng
省,E,ns,O,目,shěng
“,S,x,O,UNK,UNK
百,S,n,O,白,bǎi
sep,sep,sep,sep,sep,sep
LB,E,n,O,UNK,UNK
千,B,vn,O,十,qiān
万,E,vn,O,一,wàn
人,S,x,O,人,rén
才,B,n,O,扌,cái
工,M,n,O,工,gōng
程,M,n,O,禾,chéng
冶,E,n,O,冫,yě
资,S,x,O,贝,zī
助,B,ns,O,力,zhù
项,M,ns,O,页,xiàng
目,E,ns,O,目,mù
(,B,n,O,UNK,UNK
num,M,n,O,UNK,UNK
num,M,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
),M,m,O,UNK,UNK
;,M,m,O,UNK,UNK
沈,M,m,O,氵,shěn
阳,M,m,O,阝,yáng
市,M,m,O,巾,shì
科,E,m,O,禾,kē
技,S,x,O,扌,jì
攻,S,x,O,攵,gōng
关,B,m,O,丷,guān
计,M,m,O,讠,jì
划,M,m,O,刂,huá
(,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
F,S,m,O,UNK,UNK
num,B,ns,O,UNK,UNK
num,M,ns,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,B,vn,O,UNK,UNK
num,E,vn,O,UNK,UNK
num,S,x,O,UNK,UNK
num,B,n,O,UNK,UNK
-,M,n,O,UNK,UNK
num,M,n,O,UNK,UNK
-,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
num,B,ns,O,UNK,UNK
),M,ns,O,UNK,UNK
LB,E,ns,O,UNK,UNK
灿,B,n,O,火,càn
、,M,n,O,UNK,UNK
邵,M,n,O,阝,shào
滢,E,n,O,氵,yíng
、,B,n,O,UNK,UNK
王,E,n,O,王,wáng
秋,S,x,O,禾,qiū
月,B,m,O,月,yuè
),M,m,O,UNK,UNK
;,M,m,O,UNK,UNK
沈,M,m,O,氵,shěn
阳,M,m,O,阝,yáng
市,M,m,O,巾,shì
第,M,m,O,竹,dì
八,M,m,O,八,bā
人,M,m,O,人,rén
