word,bounds,flag,label,radical,pinyin
心,B,n,B-Disease,心,xīn
血,M,n,I-Disease,血,xiě
管,E,n,I-Disease,竹,guǎn
疾,B,n,I-Disease,疒,jí
病,E,n,I-Disease,疒,bìng
合,B,v,O,口,hé
并,E,v,O,干,bìng
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
口,B,n,B-Drug,口,kǒu
服,E,n,I-Drug,月,fú
降,B,n,I-Drug,阝,jiàng
糖,M,n,I-Drug,米,táng
药,E,n,I-Drug,艹,yào
物,S,zg,I-Drug,牜,wù
应,B,v,O,广,yīng
用,E,v,O,用,yòng
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
共,B,n,O,八,gòng
识,E,n,O,讠,shí
LB,S,x,O,UNK,UNK
高,B,nr,O,高,gāo
颖,E,nr,O,页,yǐng
SPACE,S,x,O,UNK,UNK
杨,B,nr,O,木,yáng
光,M,nr,O,儿,guāng
燃,E,nr,O,火,rán
SPACE,S,x,O,UNK,UNK
周,B,nr,O,口,zhōu
迎,M,nr,O,辶,yíng
生,E,nr,O,生,shēng
SPACE,S,x,O,UNK,UNK
洪,B,t,O,氵,hóng
天,E,t,O,大,tiān
配,S,v,O,酉,pèi
SPACE,S,x,O,UNK,UNK
姜,B,nr,O,女,jiāng
红,E,nr,O,纟,hóng
孙,B,nr,O,子,sūn
宁,M,nr,O,宀,níng
玲,E,nr,O,王,líng
严,B,nr,O,一,yán
晓,M,nr,O,日,xiǎo
伟,E,nr,O,亻,wěi
SPACE,S,x,O,UNK,UNK
李,B,nr,O,木,lǐ
建,M,nr,O,廴,jiàn
军,E,nr,O,冖,jūn
LB,S,x,O,UNK,UNK
董,B,nr,O,艹,dǒng
吁,E,nr,O,口,xū
钢,S,n,O,钅,gāng
SPACE,S,x,O,UNK,UNK
李,S,nr,O,木,lǐ
新,B,v,O,斤,xīn
立,E,v,O,立,lì
SPACE,S,x,O,UNK,UNK
李,B,nr,O,木,lǐ
凌,E,nr,O,冫,líng
SPACE,S,x,O,UNK,UNK
杨,B,nr,O,木,yáng
萍,E,nr,O,艹,píng
SPACE,S,x,O,UNK,UNK
李,S,nr,O,木,lǐ
全,B,n,O,入,quán
民,E,n,O,乛,mín
唐,B,nr,O,口,táng
梅,E,nr,O,木,méi
谌,B,nr,O,讠,chén
贻,M,nr,O,贝,yí
璞,E,nr,O,王,pú
SPACE,S,x,O,UNK,UNK
马,S,n,O,马,mǎ
长,B,n,O,长,cháng
生,E,n,O,生,shēng
LB,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
年,S,m,O,干,nián
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
病,E,n,O,疒,bìng
流,B,n,O,氵,liú
行,M,n,O,行,háng
病,M,n,O,疒,bìng
学,E,n,O,子,xué
调,B,vn,O,讠,tiáo
查,E,vn,O,木,chá
显,B,v,O,日,xiǎn
示,E,v,O,示,shì
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
中,M,n,I-Disease,丨,zhōng
国,E,n,I-Disease,囗,guó
num,B,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
岁,B,v,O,山,suì
及,E,v,O,又,jí
以,B,n,B-Disease,人,yǐ
LB,M,n,I-Disease,UNK,UNK
上,E,n,I-Disease,一,shàng
人,B,n,B-Drug,人,rén
群,E,n,I-Drug,羊,qún
num,B,n,I-Drug,UNK,UNK
型,M,n,I-Drug,土,xíng
糖,E,n,I-Drug,米,táng
尿,S,zg,I-Drug,尸,niào
病,B,v,O,疒,bìng
患,E,v,O,心,huàn
病,B,n,O,疒,bìng
率,E,n,O,玄,shuài
sep,sep,sep,sep,sep,sep
num,E,n,I-Disease,UNK,UNK
.,B,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
%,B,v,O,UNK,UNK
⋯,E,v,O,UNK,UNK
。,B,n,B-Disease,UNK,UNK
num,M,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
num,B,n,B-Drug,UNK,UNK
num,E,n,I-Drug,UNK,UNK
年,B,n,I-Drug,干,nián
调,M,n,I-Drug,讠,tiáo
查,E,n,I-Drug,木,chá
的,S,zg,I-Drug,白,dí
全,B,v,O,入,quán
国,E,v,O,囗,guó
LB,B,n,O,UNK,UNK
成,E,n,O,戈,chéng
年,B,n,O,干,nián
人,E,n,O,人,rén
糖,S,x,O,米,táng
尿,B,nr,O,尸,niào
病,E,nr,O,疒,bìng
患,S,x,O,心,huàn
病,B,nr,O,疒,bìng
率,M,nr,O,玄,shuài
sep,sep,sep,sep,sep,sep
num,B,n,I-Disease,UNK,UNK
.,E,n,I-Disease,UNK,UNK
num,B,v,O,UNK,UNK
%,E,v,O,UNK,UNK
sep,sep,sep,sep,sep,sep
num,E,n,I-Disease,UNK,UNK
num,B,v,O,UNK,UNK
num,E,v,O,UNK,UNK
num,B,n,B-Disease,UNK,UNK
年,M,n,I-Disease,干,nián
国,E,n,I-Disease,囗,guó
际,B,n,B-Drug,阝,jì
糖,E,n,I-Drug,米,táng
尿,B,n,I-Drug,尸,niào
病,M,n,I-Drug,疒,bìng
联,E,n,I-Drug,耳,lián
盟,S,zg,I-Drug,皿,méng
LB,B,v,O,UNK,UNK
发,E,v,O,又,fā
布,B,n,O,巾,bù
的,E,n,O,白,dí
第,B,n,O,竹,dì
num,E,n,O,UNK,UNK
版,S,x,O,片,bǎn
“,B,nr,O,UNK,UNK
糖,E,nr,O,米,táng
尿,S,x,O,尸,niào
病,B,nr,O,疒,bìng
地,M,nr,O,土,dì
图,E,nr,O,囗,tú
sep,sep,sep,sep,sep,sep
num,B,v,O,UNK,UNK
num,E,v,O,UNK,UNK
",",B,n,B-Disease,UNK,UNK
中,M,n,I-Disease,丨,zhōng
国,E,n,I-Disease,囗,guó
糖,B,n,B-Drug,米,táng
尿,E,n,I-Drug,尸,niào
病,B,n,I-Drug,疒,bìng
的,M,n,I-Drug,白,dí
患,E,n,I-Drug,心,huàn
病,S,zg,I-Drug,疒,bìng
人,B,v,O,人,rén
LB,E,v,O,UNK,UNK
数,B,n,O,攵,shù
为,E,n,O,丶,wéi
num,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
