word,bounds,flag,label,radical,pinyin
临,B,vn,O,丨,lín
床,E,vn,O,广,chuáng
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
LB,S,x,O,UNK,UNK
基,B,n,O,土,jī
金,M,n,O,金,jīn
项,M,n,O,页,xiàng
目,E,n,O,目,mù
:,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
年,S,m,O,干,nián
辽,B,ns,O,辶,liáo
宁,M,ns,O,宀,níng
省,E,ns,O,目,shěng
“,S,x,O,UNK,UNK
百,B,m,O,白,bǎi
千,M,m,O,十,qiān
万,E,m,O,一,wàn
人,B,n,O,人,rén
才,E,n,O,扌,cái
工,B,n,O,工,gōng
程,E,n,O,禾,chéng
冶,S,zg,O,冫,yě
资,B,n,O,贝,zī
助,E,n,O,力,zhù
项,B,n,O,页,xiàng
目,E,n,O,目,mù
(,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
;,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,E,vn,O,UNK,UNK
辽,B,vn,O,辶,liáo
宁,E,vn,O,宀,níng
省,S,x,O,目,shěng
科,B,n,O,禾,kē
技,M,n,O,扌,jì
厅,M,n,O,厂,tīng
科,E,n,O,禾,kē
学,S,x,O,子,xué
技,B,m,O,扌,jì
术,M,m,O,木,shù
计,M,m,O,讠,jì
划,E,m,O,刂,huá
项,S,x,O,页,xiàng
目,S,m,O,目,mù
SPACE,B,ns,O,UNK,UNK
(,M,ns,O,UNK,UNK
num,E,ns,O,UNK,UNK
num,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
num,B,n,O,UNK,UNK
),E,n,O,UNK,UNK
;,B,n,O,UNK,UNK
沈,E,n,O,氵,shěn
阳,S,zg,O,阝,yáng
市,B,n,O,巾,shì
科,E,n,O,禾,kē
技,B,n,O,扌,jì
攻,E,n,O,攵,gōng
关,S,x,O,丷,guān
项,B,m,O,页,xiàng
sep,sep,sep,sep,sep,sep
LB,B,vn,O,UNK,UNK
(,E,vn,O,UNK,UNK
num,S,x,O,UNK,UNK
num,B,n,O,UNK,UNK
num,M,n,O,UNK,UNK
num,M,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
),B,m,O,UNK,UNK
LB,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
SPACE,E,m,O,UNK,UNK
型,S,x,O,土,xíng
糖,S,m,O,米,táng
尿,B,ns,O,尸,niào
病,M,ns,O,疒,bìng
患,E,ns,O,心,huàn
者,S,x,O,耂,zhě
血,B,m,O,血,xiě
清,M,m,O,氵,qīng
SPACE,E,m,O,UNK,UNK
Y,B,n,O,UNK,UNK
K,E,n,O,UNK,UNK
L,B,n,O,UNK,UNK
-,E,n,O,UNK,UNK
num,S,zg,O,UNK,UNK
num,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
水,B,n,O,水,shuǐ
平,E,n,O,干,píng
与,S,x,O,一,yǔ
尿,B,m,O,尸,niào
白,M,m,O,白,bái
蛋,M,m,O,虫,dàn
白,M,m,O,白,bái
的,M,m,O,白,dí
相,M,m,O,目,xiāng
sep,sep,sep,sep,sep,sep
LB,E,vn,O,UNK,UNK
韩,S,x,O,韦,hán
金,B,n,O,金,jīn
玉,M,n,O,玉,yù
SPACE,M,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
邵,S,x,O,阝,shào
滢,B,m,O,氵,yíng
SPACE,M,m,O,UNK,UNK
SPACE,M,m,O,UNK,UNK
王,E,m,O,王,wáng
秋,S,x,O,禾,qiū
月,S,m,O,月,yuè
LB,B,ns,O,UNK,UNK
[,M,ns,O,UNK,UNK
提,E,ns,O,扌,tí
要,S,x,O,覀,yào
],B,m,O,UNK,UNK
SPACE,M,m,O,UNK,UNK
SPACE,E,m,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
选,E,n,O,辶,xuǎn
取,B,n,O,又,qǔ
病,E,n,O,疒,bìng
房,S,zg,O,户,fáng
及,B,n,O,又,jí
门,E,n,O,门,mén
诊,B,n,O,讠,zhěn
SPACE,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
SPACE,B,m,O,UNK,UNK
型,M,m,O,土,xíng
糖,M,m,O,米,táng
尿,M,m,O,尸,niào
病,M,m,O,疒,bìng
患,M,m,O,心,huàn
者,E,m,O,耂,zhě
SPACE,S,x,O,UNK,UNK
num,S,x,O,UNK,UNK
num,S,x,O,UNK,UNK
num,B,ns,O,UNK,UNK
sep,sep,sep,sep,sep,sep
根,S,x,O,木,gēn
据,B,n,O,扌,jù
尿,M,n,O,尸,niào
白,M,n,O,白,bái
蛋,E,n,O,虫,dàn
白,S,x,O,白,bái
排,B,m,O,扌,pái
泄,M,m,O,氵,xiè
率,M,m,O,玄,shuài
(,E,m,O,UNK,UNK
U,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
用,B,n,O,用,yòng
尿,M,n,O,尸,niào
白,M,n,O,白,bái
蛋,E,n,O,虫,dàn
白,S,x,O,白,bái
SPACE,B,m,O,UNK,UNK
/,M,m,O,UNK,UNK
尿,M,m,O,尸,niào
肌,E,m,O,月,jī
酐,S,x,O,酉,gān
LB,S,m,O,UNK,UNK
A,B,ns,O,UNK,UNK
C,M,ns,O,UNK,UNK
R,E,ns,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
表,B,m,O,衣,biǎo
示,M,m,O,示,shì
),E,m,O,UNK,UNK
分,B,n,O,刀,fēn
为,E,n,O,丶,wéi
正,B,n,O,止,zhèng
常,E,n,O,巾,cháng
白,S,zg,O,白,bái
蛋,B,n,O,虫,dàn
白,E,n,O,白,bái
尿,B,n,O,尸,niào
组,E,n,O,纟,zǔ
(,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
SPACE,M,m,O,UNK,UNK
例,M,m,O,亻,lì
),M,m,O,UNK,UNK
、,M,m,O,UNK,UNK
微,E,m,O,彳,wēi
量,S,x,O,里,liáng
白,S,x,O,白,bái
蛋,S,x,O,虫,dàn
白,B,ns,O,白,bái
尿,M,ns,O,尸,niào
组,E,ns,O,纟,zǔ
(,B,n,O,UNK,UNK
num,M,n,O,UNK,UNK
num,E,n,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
例,M,n,O,亻,lì
),M,n,O,UNK,UNK
、,E,n,O,UNK,UNK
大,B,n,O,大,dà
量,E,n,O,里,liáng
白,B,n,O,白,bái
蛋,E,n,O,虫,dàn
白,S,x,O,白,bái
尿,S,x,O,尸,niào
组,B,m,O,纟,zǔ
(,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
测,M,n,O,氵,cè
定,M,n,O,宀,dìng
血,E,n,O,血,xiě
清,S,x,O,氵,qīng
LB,B,m,O,UNK,UNK
Y,M,m,O,UNK,UNK
K,M,m,O,UNK,UNK
L,E,m,O,UNK,UNK
-,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
并,E,n,O,干,bìng
与,S,x,O,一,yǔ
正,B,m,O,止,zhèng
常,M,m,O,巾,cháng
对,M,m,O,寸,duì
照,E,m,O,灬,zhào
组,S,x,O,纟,zǔ
(,S,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
发,S,x,O,又,fā
现,B,m,O,见,xiàn
随,M,m,O,阝,suí
尿,M,m,O,尸,niào
白,E,m,O,白,bái
蛋,S,x,O,虫,dàn
白,S,m,O,白,bái
的,B,ns,O,白,dí
增,M,ns,O,土,zēng
加,E,ns,O,力,jiā
血,S,x,O,血,xiě
清,B,m,O,氵,qīng
SPACE,M,m,O,UNK,UNK
Y,E,m,O,UNK,UNK
K,B,n,O,UNK,UNK
L,E,n,O,UNK,UNK
-,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,S,zg,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B,m,O,UNK,UNK
.,M,m,O,UNK,UNK
SPACE,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
num,S,x,O,UNK,UNK
),S,m,O,UNK,UNK
。,B,ns,O,UNK,UNK
SPACE,M,ns,O,UNK,UNK
num,E,ns,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
型,B,m,O,土,xíng
糖,M,m,O,米,táng
尿,E,m,O,尸,niào
病,B,n,O,疒,bìng
患,E,n,O,心,huàn
者,B,n,O,耂,zhě
血,E,n,O,血,xiě
清,S,zg,O,氵,qīng
SPACE,B,n,O,UNK,UNK
Y,E,n,O,UNK,UNK
K,B,n,O,UNK,UNK
L,E,n,O,UNK,UNK
-,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
SPACE,M,m,O,UNK,UNK
的,M,m,O,白,dí
水,M,m,O,水,shuǐ
平,M,m,O,干,píng
与,E,m,O,一,yǔ
尿,S,x,O,尸,niào
微,S,x,O,彳,wēi
量,S,x,O,里,liáng
白,B,ns,O,白,bái
蛋,M,ns,O,虫,dàn
白,E,ns,O,白,bái
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
num,M,m,O,UNK,UNK
.,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
num,S,m,O,UNK,UNK
num,B,ns,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
num,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,B,ns,O,UNK,UNK
num,M,ns,O,UNK,UNK
.,E,ns,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
),B,n,O,UNK,UNK
、,E,n,O,UNK,UNK
稳,B,n,O,禾,wěn
态,E,n,O,心,tài
模,S,zg,O,木,mó
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
LB,E,ns,O,UNK,UNK
num,S,x,O,UNK,UNK
.,B,m,O,UNK,UNK
SPACE,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,E,n,O,UNK,UNK
num,S,zg,O,UNK,UNK
.,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
),B,m,O,UNK,UNK
具,M,m,O,八,jù
有,M,m,O,月,yǒu
相,M,m,O,目,xiāng
关,M,m,O,丷,guān
性,M,m,O,忄,xìng
。,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
研,S,x,O,石,yán
究,S,x,O,穴,jiū
结,B,ns,O,纟,jié
果,M,ns,O,木,guǒ
表,E,ns,O,衣,biǎo
明,B,n,O,日,míng
血,M,n,O,血,xiě
清,E,n,O,氵,qīng
SPACE,B,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,zg,O,UNK,UNK
