word,bounds,flag,label,radical,pinyin
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
SPACE,S,x,O,UNK,UNK
num,S,x,B-Disease,UNK,UNK
SPACE,S,x,I-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
合,B,v,O,口,hé
并,E,v,O,干,bìng
血,B,n,B-Disease,血,xiě
脂,E,n,I-Disease,月,zhī
异,B,d,I-Disease,廾,yì
常,E,d,I-Disease,巾,cháng
防,B,v,O,阝,fáng
治,E,v,O,氵,zhì
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
共,B,n,O,八,gòng
识,E,n,O,讠,shí
LB,S,x,O,UNK,UNK
(,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
年,S,m,O,干,nián
修,B,n,O,亻,xiū
订,M,n,O,讠,dìng
版,E,n,O,片,bǎn
),S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
一,S,m,O,一,yī
、,S,x,O,UNK,UNK
前,B,n,O,刂,qián
言,E,n,O,言,yán
LB,S,x,O,UNK,UNK
num,S,x,B-Disease,UNK,UNK
SPACE,S,x,I-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
(,S,x,O,UNK,UNK
T,B,eng,B-Disease,UNK,UNK
num,M,eng,I-Disease,UNK,UNK
D,M,eng,I-Disease,UNK,UNK
M,E,eng,I-Disease,UNK,UNK
),S,x,O,UNK,UNK
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
合,B,v,O,口,hé
并,E,v,O,干,bìng
血,B,n,B-Disease,血,xiě
脂,E,n,I-Disease,月,zhī
异,B,d,I-Disease,廾,yì
常,E,d,I-Disease,巾,cháng
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
可,E,ns,O,口,kě
进,S,x,O,辶,jìn
一,S,x,B-Disease,一,yī
步,S,x,I-Disease,止,bù
LB,S,k,I-Disease,UNK,UNK
增,B,n,I-Disease,土,zēng
加,M,n,I-Disease,力,jiā
大,E,n,I-Disease,大,dà
血,B,v,O,血,xiě
管,E,v,O,竹,guǎn
和,B,n,B-Disease,口,hé
微,E,n,I-Disease,彳,wēi
血,B,d,I-Disease,血,xiě
管,E,d,I-Disease,竹,guǎn
并,B,v,O,干,bìng
发,E,v,O,又,fā
症,B,n,O,疒,zhèng
的,E,n,O,白,dí
风,B,n,O,风,fēng
险,E,n,O,阝,xiǎn
[,S,x,O,UNK,UNK
num,S,x,O,UNK,UNK
],B,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,x,O,UNK,UNK
为,S,x,B-Disease,丶,wéi
了,S,x,I-Disease,乙,liǎo
进,S,k,I-Disease,辶,jìn
一,B,n,I-Disease,一,yī
步,M,n,I-Disease,止,bù
LB,E,n,I-Disease,UNK,UNK
做,B,v,O,亻,zuò
好,E,v,O,女,hǎo
SPACE,B,n,B-Disease,UNK,UNK
T,E,n,I-Disease,UNK,UNK
num,B,d,I-Disease,UNK,UNK
D,E,d,I-Disease,UNK,UNK
M,B,v,O,UNK,UNK
患,E,v,O,心,huàn
者,B,n,O,耂,zhě
的,E,n,O,白,dí
血,B,n,O,血,xiě
脂,E,n,O,月,zhī
管,S,x,O,竹,guǎn
理,S,x,O,王,lǐ
工,B,m,O,工,gōng
sep,sep,sep,sep,sep,sep
中,S,x,B-Disease,丨,zhōng
华,S,x,I-Disease,十,huá
医,S,k,I-Disease,匚,yī
学,B,n,I-Disease,子,xué
会,M,n,I-Disease,人,huì
内,E,n,I-Disease,冂,nèi
分,B,v,O,刀,fēn
泌,E,v,O,氵,mì
LB,B,n,B-Disease,UNK,UNK
学,E,n,I-Disease,子,xué
分,B,d,I-Disease,刀,fēn
会,E,d,I-Disease,人,huì
曾,B,v,O,曰,zēng
于,E,v,O,二,yú
SPACE,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
年,B,m,O,干,nián
颁,M,m,O,页,bān
布,M,m,O,巾,bù
了,E,m,O,乙,liǎo
《,S,x,O,UNK,UNK
中,S,m,O,丨,zhōng
国,B,n,O,囗,guó
SPACE,M,n,O,UNK,UNK
num,E,n,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
型,S,x,O,土,xíng
糖,S,m,O,米,táng
尿,S,x,O,尸,niào
病,B,n,O,疒,bìng
合,E,n,O,口,hé
并,S,x,O,干,bìng
血,S,x,B-Disease,血,xiě
脂,S,x,I-Disease,月,zhī
LB,S,k,I-Disease,UNK,UNK
异,B,n,I-Disease,廾,yì
常,M,n,I-Disease,巾,cháng
防,E,n,I-Disease,阝,fáng
治,S,x,O,氵,zhì
专,B,eng,B-Disease,一,zhuān
家,M,eng,I-Disease,宀,jiā
共,M,eng,I-Disease,八,gòng
识,E,eng,I-Disease,讠,shí
》,S,x,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
[,E,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,x,I-Disease,UNK,UNK
近,S,k,I-Disease,辶,jìn
年,B,n,I-Disease,干,nián
来,M,n,I-Disease,木,lái
",",E,n,I-Disease,UNK,UNK
一,B,v,O,一,yī
系,E,v,O,糸,xì
列,B,n,B-Disease,刂,liè
新,E,n,I-Disease,斤,xīn
sep,sep,sep,sep,sep,sep
LB,S,k,I-Disease,UNK,UNK
的,B,n,I-Disease,白,dí
发,M,n,I-Disease,又,fā
表,E,n,I-Disease,衣,biǎo
、,B,v,O,UNK,UNK
新,E,v,O,斤,xīn
指,B,n,B-Disease,扌,zhǐ
sep,sep,sep,sep,sep,sep
促,B,n,I-Disease,亻,cù
使,M,n,I-Disease,亻,shǐ
了,E,n,I-Disease,乙,liǎo
血,B,v,O,血,xiě
脂,E,v,O,月,zhī
异,B,n,B-Disease,廾,yì
常,E,n,I-Disease,巾,cháng
管,B,d,I-Disease,竹,guǎn
理,E,d,I-Disease,王,lǐ
理,B,v,O,王,lǐ
念,E,v,O,心,niàn
进,B,n,O,辶,jìn
sep,sep,sep,sep,sep,sep
SPACE,M,n,I-Disease,UNK,UNK
为,E,n,I-Disease,丶,wéi
了,B,v,O,乙,liǎo
进,E,v,O,辶,jìn
一,B,n,B-Disease,一,yī
步,E,n,I-Disease,止,bù
优,B,d,I-Disease,亻,yōu
化,E,d,I-Disease,亻,huà
我,B,v,O,戈,wǒ
国,E,v,O,囗,guó
SPACE,B,n,O,UNK,UNK
T,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
D,E,n,O,UNK,UNK
M,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
患,B,m,O,心,huàn
者,M,m,O,耂,zhě
sep,sep,sep,sep,sep,sep
为,E,n,I-Disease,丶,wéi
临,B,v,O,丨,lín
床,E,v,O,广,chuáng
医,B,n,B-Disease,匚,yī
生,E,n,I-Disease,生,shēng
提,B,d,I-Disease,扌,tí
供,E,d,I-Disease,亻,gōng
更,B,v,O,曰,gēng
为,E,v,O,丶,wéi
科,B,n,O,禾,kē
学,E,n,O,子,xué
sep,sep,sep,sep,sep,sep
中,B,v,O,丨,zhōng
华,E,v,O,十,huá
医,B,n,B-Disease,匚,yī
LB,E,n,I-Disease,UNK,UNK
学,B,d,I-Disease,子,xué
会,E,d,I-Disease,人,huì
内,B,v,O,冂,nèi
分,E,v,O,刀,fēn
泌,B,n,O,氵,mì
学,E,n,O,子,xué
分,B,n,O,刀,fēn
会,E,n,O,人,huì
根,S,x,O,木,gēn
据,S,x,O,扌,jù
中,B,m,O,丨,zhōng
sep,sep,sep,sep,sep,sep
参,E,v,O,厶,cān
考,B,n,B-Disease,耂,kǎo
国,E,n,I-Disease,囗,guó
LB,B,d,I-Disease,UNK,UNK
内,E,d,I-Disease,冂,nèi
外,B,v,O,夕,wài
sep,sep,sep,sep,sep,sep
对,B,n,B-Disease,寸,duì
SPACE,E,n,I-Disease,UNK,UNK
num,B,d,I-Disease,UNK,UNK
num,E,d,I-Disease,UNK,UNK
num,B,v,O,UNK,UNK
num,E,v,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
年,E,n,O,干,nián
版,B,n,O,片,bǎn
的,E,n,O,白,dí
《,S,x,O,UNK,UNK
中,S,x,O,丨,zhōng
国,B,m,O,囗,guó
SPACE,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
SPACE,E,m,O,UNK,UNK
型,S,x,O,土,xíng
LB,S,m,O,UNK,UNK
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
病,E,n,O,疒,bìng
合,S,x,O,口,hé
并,S,x,O,干,bìng
血,S,m,O,血,xiě
脂,S,x,O,月,zhī
异,B,n,O,廾,yì
常,E,n,O,巾,cháng
防,S,x,O,阝,fáng
sep,sep,sep,sep,sep,sep
以,E,n,I-Disease,人,yǐ
更,B,d,I-Disease,曰,gēng
LB,E,d,I-Disease,UNK,UNK
好,B,v,O,女,hǎo
地,E,v,O,土,dì
规,B,n,O,见,guī
范,E,n,O,艹,fàn
我,B,n,O,戈,wǒ
国,E,n,O,囗,guó
SPACE,S,x,O,UNK,UNK
T,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
预,B,d,I-Disease,页,yù
防,E,d,I-Disease,阝,fáng
动,B,v,O,力,dòng
脉,E,v,O,月,mài
粥,B,n,O,米,zhōu
样,E,n,O,木,yàng
LB,B,n,O,UNK,UNK
硬,E,n,O,石,yìng
化,S,x,O,亻,huà
性,S,x,O,忄,xìng
心,B,m,O,心,xīn
血,M,m,O,血,xiě
管,M,m,O,竹,guǎn
sep,sep,sep,sep,sep,sep
LB,E,d,I-Disease,UNK,UNK
相,B,v,O,目,xiāng
较,E,v,O,车,jiào
于,B,n,O,二,yú
sep,sep,sep,sep,sep,sep
本,B,v,O,木,běn
共,E,v,O,八,gòng
识,B,n,O,讠,shí
中,E,n,O,丨,zhōng
我,B,n,O,戈,wǒ
们,E,n,O,亻,mén
对,S,x,O,寸,duì
下,S,x,O,一,xià
LB,B,m,O,UNK,UNK
列,M,m,O,刂,liè
内,M,m,O,冂,nèi
容,E,m,O,宀,róng
进,S,x,O,辶,jìn
行,S,m,O,行,háng
了,B,n,O,乙,liǎo
更,M,n,O,曰,gēng
新,E,n,O,斤,xīn
:,S,x,O,UNK,UNK
(,S,x,O,UNK,UNK
num,S,m,O,UNK,UNK
),S,x,O,UNK,UNK
血,B,n,O,血,xiě
脂,E,n,O,月,zhī
异,S,x,O,廾,yì
常,S,x,B-Disease,巾,cháng
特,S,x,I-Disease,牜,tè
点,S,k,I-Disease,灬,diǎn
及,B,n,I-Disease,又,jí
流,M,n,I-Disease,氵,liú
行,E,n,I-Disease,行,háng
病,S,x,O,疒,bìng
学,B,eng,B-Disease,子,xué
sep,sep,sep,sep,sep,sep
SPACE,E,v,O,UNK,UNK
(,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
),B,n,O,UNK,UNK
对,E,n,O,寸,duì
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,E,n,O,UNK,UNK
(,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
),S,x,O,UNK,UNK
A,S,x,O,UNK,UNK
S,B,m,O,UNK,UNK
C,M,m,O,UNK,UNK
V,M,m,O,UNK,UNK
D,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
危,S,m,O,㔾,wēi
sep,sep,sep,sep,sep,sep
SPACE,B,n,O,UNK,UNK
(,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
),S,x,O,UNK,UNK
对,B,m,O,寸,duì
SPACE,M,m,O,UNK,UNK
T,M,m,O,UNK,UNK
num,E,m,O,UNK,UNK
D,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
中,S,x,O,丨,zhōng
国,B,m,O,囗,guó
证,M,m,O,讠,zhèng
LB,M,m,O,UNK,UNK
据,E,m,O,扌,jù
显,S,x,O,日,xiǎn
示,S,m,O,示,shì
中,B,n,O,丨,zhōng
等,M,n,O,竹,děng
强,E,n,O,弓,qiáng
度,S,x,O,广,dù
他,S,x,O,亻,tā
汀,S,m,O,氵,tīng
类,S,x,O,米,lèi
药,B,n,O,艹,yào
物,E,n,O,牜,wù
治,S,x,O,氵,zhì
sep,sep,sep,sep,sep,sep
SPACE,B,m,O,UNK,UNK
(,M,m,O,UNK,UNK
num,M,m,O,UNK,UNK
),E,m,O,UNK,UNK
经,S,x,O,纟,jīng
过,S,m,O,辶,guò
中,B,n,O,丨,zhōng
等,M,n,O,竹,děng
强,E,n,O,弓,qiáng
度,S,x,O,广,dù
的,S,x,O,白,dí
他,S,m,O,亻,tā
汀,S,x,O,氵,tīng
LB,B,n,O,UNK,UNK
类,E,n,O,米,lèi
药,S,x,O,艹,yào
物,S,x,B-Disease,牜,wù
治,S,x,I-Disease,氵,zhì
疗,S,k,I-Disease,疒,liáo
后,B,n,I-Disease,口,hòu
非,M,n,I-Disease,非,fēi
高,E,n,I-Disease,高,gāo
密,S,x,O,宀,mì
度,B,eng,B-Disease,广,dù
脂,M,eng,I-Disease,月,zhī
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
num,M,m,O,UNK,UNK
.,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
num,S,m,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
m,M,n,O,UNK,UNK
m,E,n,O,UNK,UNK
o,S,x,O,UNK,UNK
l,S,x,O,UNK,UNK
SPACE,S,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,S,m,O,UNK,UNK
(,B,n,O,UNK,UNK
num,M,n,O,UNK,UNK
),E,n,O,UNK,UNK
胆,S,x,O,月,dǎn
固,S,x,O,囗,gù
醇,S,m,O,酉,chún
吸,S,x,O,口,xī
收,B,n,O,攵,shōu
抑,E,n,O,扌,yì
制,S,x,O,刂,zhì
剂,S,x,B-Disease,刂,jì
LB,S,x,I-Disease,UNK,UNK
依,S,k,I-Disease,亻,yī
折,B,n,I-Disease,扌,zhē
麦,M,n,I-Disease,麦,mài
布,E,n,I-Disease,巾,bù
和,S,x,O,口,hé
人,B,eng,B-Disease,人,rén
类,M,eng,I-Disease,米,lèi
前,M,eng,I-Disease,刂,qián
蛋,E,eng,I-Disease,虫,dàn
白,S,x,O,白,bái
转,B,n,O,车,zhuǎn
化,E,n,O,亻,huà
酶,B,v,O,酉,méi
枯,E,v,O,木,kū
草,B,n,B-Disease,艹,cǎo
溶,E,n,I-Disease,氵,róng
菌,B,d,I-Disease,艹,jūn
素,E,d,I-Disease,糸,sù
SPACE,S,x,O,UNK,UNK
num,S,v,O,UNK,UNK
(,B,d,O,UNK,UNK
P,M,d,O,UNK,UNK
C,E,d,O,UNK,UNK
S,S,x,O,UNK,UNK
K,B,v,O,UNK,UNK
num,E,v,O,UNK,UNK
),S,a,O,UNK,UNK
LB,B,n,O,UNK,UNK
抑,E,n,O,扌,yì
制,S,c,O,刂,zhì
剂,B,n,O,刂,jì
可,M,n,O,口,kě
作,E,n,O,亻,zuò
为,B,l,O,丶,wéi
他,M,l,O,亻,tā
汀,E,l,O,氵,tīng
不,S,uj,O,一,bù
耐,B,n,O,而,nài
受,E,n,O,又,shòu
或,S,x,O,戈,huò
单,S,x,O,十,dān
药,S,x,O,艹,yào
治,S,x,O,氵,zhì
疗,S,x,O,疒,liáo
低,B,p,O,亻,dī
密,E,p,O,宀,mì
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
如,M,n,O,女,rú
合,E,n,O,口,hé
并,S,x,O,干,bìng
肝,S,x,O,月,gān
病,S,m,O,疒,bìng
或,S,x,O,戈,huò
肝,B,n,O,月,gān
LB,E,n,O,UNK,UNK
功,S,x,O,力,gōng
能,S,x,B-Disease,月,néng
异,S,x,I-Disease,廾,yì
常,S,k,I-Disease,巾,cháng
、,B,n,I-Disease,UNK,UNK
合,M,n,I-Disease,口,hé
并,E,n,I-Disease,干,bìng
sep,sep,sep,sep,sep,sep
SPACE,E,n,O,UNK,UNK
(,S,x,O,UNK,UNK
num,S,x,O,UNK,UNK
),S,m,O,UNK,UNK
评,S,x,O,讠,píng
价,B,n,O,亻,jià
了,E,n,O,乙,liǎo
长,S,x,O,长,cháng
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
LB,B,n,O,UNK,UNK
二,E,n,O,二,èr
、,S,x,O,UNK,UNK
SPACE,S,x,B-Disease,UNK,UNK
T,S,x,I-Disease,UNK,UNK
num,S,k,I-Disease,UNK,UNK
D,B,n,I-Disease,UNK,UNK
M,M,n,I-Disease,UNK,UNK
患,E,n,I-Disease,心,huàn
者,S,x,O,耂,zhě
的,B,eng,B-Disease,白,dí
血,M,eng,I-Disease,血,xiě
脂,M,eng,I-Disease,月,zhī
异,E,eng,I-Disease,廾,yì
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
即,S,x,O,卩,jí
使,S,x,B-Disease,亻,shǐ
在,S,x,I-Disease,土,zài
空,S,k,I-Disease,穴,kōng
腹,B,n,I-Disease,月,fù
血,M,n,I-Disease,血,xiě
糖,E,n,I-Disease,米,táng
和,S,x,O,口,hé
SPACE,B,eng,B-Disease,UNK,UNK
T,M,eng,I-Disease,UNK,UNK
G,M,eng,I-Disease,UNK,UNK
SPACE,E,eng,I-Disease,UNK,UNK
水,S,x,O,水,shuǐ
平,B,n,O,干,píng
控,E,n,O,扌,kòng
制,B,v,O,刂,zhì
正,E,v,O,止,zhèng
常,B,n,B-Disease,巾,cháng
后,E,n,I-Disease,口,hòu
往,B,d,I-Disease,彳,wǎng
往,E,d,I-Disease,彳,wǎng
还,S,x,O,辶,huán
LB,S,v,O,UNK,UNK
存,B,d,O,子,cún
在,M,d,O,土,zài
餐,E,d,O,飠,cān
后,S,x,O,口,hòu
高,B,v,O,高,gāo
SPACE,E,v,O,UNK,UNK
T,S,a,O,UNK,UNK
G,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
血,S,c,O,血,xiě
症,B,n,O,疒,zhèng
;,M,n,O,UNK,UNK
(,E,n,O,UNK,UNK
num,B,l,O,UNK,UNK
),M,l,O,UNK,UNK
H,E,l,O,UNK,UNK
D,S,uj,O,UNK,UNK
L,B,n,O,UNK,UNK
-,E,n,O,UNK,UNK
C,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
水,S,x,O,水,shuǐ
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
小,S,x,I-Disease,小,xiǎo
而,S,k,I-Disease,而,ér
致,B,n,I-Disease,至,zhì
密,M,n,I-Disease,宀,mì
的,E,n,I-Disease,白,dí
SPACE,S,x,O,UNK,UNK
L,B,eng,B-Disease,UNK,UNK
D,M,eng,I-Disease,UNK,UNK
L,M,eng,I-Disease,UNK,UNK
-,E,eng,I-Disease,UNK,UNK
C,S,x,O,UNK,UNK
水,B,n,O,水,shuǐ
平,E,n,O,干,píng
升,B,v,O,十,shēng
高,E,v,O,高,gāo
;,B,n,B-Disease,UNK,UNK
(,E,n,I-Disease,UNK,UNK
num,B,d,I-Disease,UNK,UNK
),E,d,I-Disease,UNK,UNK
富,S,x,O,宀,fù
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,B,n,I-Disease,UNK,UNK
a,M,n,I-Disease,UNK,UNK
p,E,n,I-Disease,UNK,UNK
o,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,B,v,O,UNK,UNK
导,E,v,O,寸,dǎo
致,B,n,B-Disease,至,zhì
患,E,n,I-Disease,心,huàn
者,B,d,I-Disease,耂,zhě
血,E,d,I-Disease,血,xiě
脂,S,x,O,月,zhī
异,S,v,O,廾,yì
常,B,d,O,巾,cháng
的,M,d,O,白,dí
主,E,d,O,丶,zhǔ
LB,S,x,O,UNK,UNK
要,B,v,O,覀,yào
原,E,v,O,厂,yuán
因,S,a,O,囗,yīn
是,B,n,O,日,shì
由,E,n,O,田,yóu
于,S,c,O,二,yú
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
即,E,n,I-Disease,卩,jí
使,B,d,I-Disease,亻,shǐ
在,E,d,I-Disease,土,zài
空,S,x,O,穴,kōng
腹,S,v,O,月,fù
血,B,d,O,血,xiě
糖,M,d,O,米,táng
和,E,d,O,口,hé
SPACE,S,x,O,UNK,UNK
T,B,v,O,UNK,UNK
G,E,v,O,UNK,UNK
SPACE,S,a,O,UNK,UNK
水,B,n,O,水,shuǐ
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,S,x,O,UNK,UNK
富,S,v,O,宀,fù
含,B,d,O,口,hán
SPACE,M,d,O,UNK,UNK
T,E,d,O,UNK,UNK
G,S,x,O,UNK,UNK
脂,B,v,O,月,zhī
蛋,E,v,O,虫,dàn
白,S,a,O,白,bái
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
