word,bounds,flag,label,radical,pinyin
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
成,B,n,O,戈,chéng
人,E,n,O,人,rén
SPACE,S,x,O,UNK,UNK
num,S,x,B-Disease,UNK,UNK
SPACE,S,x,I-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
预,B,v,O,页,yù
防,E,v,O,阝,fáng
的,S,uj,O,白,dí
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
共,B,n,O,八,gòng
识,E,n,O,讠,shí
LB,S,x,O,UNK,UNK
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
是,S,v,O,日,shì
最,S,d,O,曰,zuì
重,B,a,O,里,zhòng
要,E,a,O,覀,yào
的,S,uj,O,白,dí
慢,B,b,O,忄,màn
性,E,b,O,忄,xìng
非,S,h,O,非,fēi
传,B,n,O,亻,chuán
染,M,n,O,木,rǎn
病,E,n,O,疒,bìng
之,B,r,O,丶,zhī
一,E,r,O,一,yī
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
虽,E,ns,O,虫,suī
然,B,n,O,灬,rán
不,E,n,O,一,bù
同,S,x,O,口,tóng
LB,S,x,B-Disease,UNK,UNK
年,S,x,I-Disease,干,nián
代,S,k,I-Disease,亻,dài
流,B,n,I-Disease,氵,liú
行,M,n,I-Disease,行,háng
病,E,n,I-Disease,疒,bìng
学,B,v,O,子,xué
研,E,v,O,石,yán
究,S,uj,O,穴,jiū
采,B,n,O,采,cǎi
用,E,n,O,用,yòng
的,B,n,O,白,dí
糖,E,n,O,米,táng
尿,S,x,O,尸,niào
病,B,n,B-Disease,疒,bìng
诊,M,n,I-Disease,讠,zhěn
断,E,n,I-Disease,斤,duàn
标,S,v,O,木,biāo
准,S,d,O,冫,zhǔn
不,B,a,O,一,bù
一,E,a,O,一,yī
sep,sep,sep,sep,sep,sep
但,B,n,O,亻,dàn
其,E,n,O,八,qí
LB,S,x,O,UNK,UNK
在,S,x,B-Disease,土,zài
我,S,x,I-Disease,戈,wǒ
国,S,k,I-Disease,囗,guó
人,B,n,I-Disease,人,rén
群,M,n,I-Disease,羊,qún
中,E,n,I-Disease,丨,zhōng
患,B,v,O,心,huàn
病,E,v,O,疒,bìng
人,S,uj,O,人,rén
数,B,n,O,攵,shù
和,E,n,O,口,hé
患,B,n,O,心,huàn
病,E,n,O,疒,bìng
率,S,x,O,玄,shuài
呈,B,n,B-Disease,口,chéng
明,M,n,I-Disease,日,míng
显,E,n,I-Disease,日,xiǎn
上,S,v,O,一,shàng
升,S,d,O,十,shēng
趋,B,a,O,走,qū
势,E,a,O,力,shì
已,S,uj,O,己,yǐ
是,B,b,O,日,shì
LB,E,b,O,UNK,UNK
不,S,h,O,一,bù
争,B,n,O,刀,zhēng
的,M,n,O,白,dí
事,E,n,O,亅,shì
sep,sep,sep,sep,sep,sep
SPACE,E,n,O,UNK,UNK
若,S,x,O,艹,ruò
任,S,x,B-Disease,亻,rèn
其,S,x,I-Disease,八,qí
自,S,k,I-Disease,自,zì
然,B,n,I-Disease,灬,rán
sep,sep,sep,sep,sep,sep
我,S,x,O,戈,wǒ
国,S,x,B-Disease,囗,guó
将,S,x,I-Disease,寸,jiāng
面,S,k,I-Disease,面,miàn
对,B,n,I-Disease,寸,duì
因,M,n,I-Disease,囗,yīn
糖,E,n,I-Disease,米,táng
尿,B,v,O,尸,niào
病,E,v,O,疒,bìng
LB,S,uj,O,UNK,UNK
及,B,n,O,又,jí
其,E,n,O,八,qí
并,B,n,O,干,bìng
发,E,n,O,又,fā
症,S,x,O,疒,zhèng
带,B,n,B-Disease,巾,dài
来,M,n,I-Disease,木,lái
的,E,n,I-Disease,白,dí
严,S,v,O,一,yán
重,S,d,O,里,zhòng
健,B,a,O,亻,jiàn
康,E,a,O,广,kāng
、,S,uj,O,UNK,UNK
医,B,b,O,匚,yī
疗,E,b,O,疒,liáo
支,S,h,O,支,zhī
出,B,n,O,凵,chū
与,M,n,O,一,yǔ
社,E,n,O,礻,shè
会,B,r,O,人,huì
公,E,r,O,八,gōng
共,S,x,O,八,gòng
卫,B,c,O,卩,wèi
LB,E,c,O,UNK,UNK
sep,sep,sep,sep,sep,sep
有,S,x,B-Disease,月,yǒu
效,S,x,I-Disease,攵,xiào
预,S,k,I-Disease,页,yù
防,B,n,I-Disease,阝,fáng
糖,M,n,I-Disease,米,táng
尿,E,n,I-Disease,尸,niào
病,B,v,O,疒,bìng
的,E,v,O,白,dí
发,S,uj,O,又,fā
生,B,n,O,生,shēng
(,E,n,O,UNK,UNK
即,B,n,O,卩,jí
糖,E,n,O,米,táng
尿,S,x,O,尸,niào
病,B,n,B-Disease,疒,bìng
的,M,n,I-Disease,白,dí
一,E,n,I-Disease,一,yī
级,S,v,O,纟,jí
预,S,d,O,页,yù
LB,B,a,O,UNK,UNK
防,E,a,O,阝,fáng
),S,uj,O,UNK,UNK
是,B,b,O,日,shì
亟,E,b,O,二,jí
待,S,h,O,彳,dài
解,B,n,O,角,jiě
决,M,n,O,冫,jué
且,E,n,O,一,qiě
意,B,r,O,心,yì
义,E,r,O,丶,yì
sep,sep,sep,sep,sep,sep
LB,S,x,I-Disease,UNK,UNK
为,S,k,I-Disease,丶,wéi
便,B,n,I-Disease,亻,biàn
于,M,n,I-Disease,二,yú
描,E,n,I-Disease,扌,miáo
述,B,v,O,辶,shù
",",E,v,O,UNK,UNK
本,S,uj,O,木,běn
共,B,n,O,八,gòng
识,E,n,O,讠,shí
将,B,n,O,寸,jiāng
糖,E,n,O,米,táng
尿,S,x,O,尸,niào
病,B,n,B-Disease,疒,bìng
发,M,n,I-Disease,又,fā
病,E,n,I-Disease,疒,bìng
风,S,v,O,风,fēng
险,S,d,O,阝,xiǎn
高,B,a,O,高,gāo
者,E,a,O,耂,zhě
定,S,uj,O,宀,dìng
LB,B,b,O,UNK,UNK
义,E,b,O,丶,yì
为,S,h,O,丶,wéi
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
sep,sep,sep,sep,sep,sep
他,S,k,I-Disease,亻,tā
们,B,n,I-Disease,亻,mén
可,M,n,I-Disease,口,kě
能,E,n,I-Disease,月,néng
糖,B,v,O,米,táng
代,E,v,O,亻,dài
谢,S,uj,O,讠,xiè
正,B,n,O,止,zhèng
常,E,n,O,巾,cháng
(,B,n,O,UNK,UNK
血,E,n,O,血,xiě
糖,S,x,O,米,táng
LB,B,n,B-Disease,UNK,UNK
正,M,n,I-Disease,止,zhèng
常,E,n,I-Disease,巾,cháng
性,S,v,O,忄,xìng
糖,S,d,O,米,táng
尿,B,a,O,尸,niào
sep,sep,sep,sep,sep,sep
也,B,n,I-Disease,乙,yě
可,M,n,I-Disease,口,kě
能,E,n,I-Disease,月,néng
为,B,v,O,丶,wéi
糖,E,v,O,米,táng
尿,S,uj,O,尸,niào
病,B,n,O,疒,bìng
前,E,n,O,刂,qián
期,B,n,O,月,qī
LB,E,n,O,UNK,UNK
(,S,x,O,UNK,UNK
p,B,n,B-Disease,UNK,UNK
r,M,n,I-Disease,UNK,UNK
e,E,n,I-Disease,UNK,UNK
d,S,v,O,UNK,UNK
i,S,d,O,UNK,UNK
sep,sep,sep,sep,sep,sep
因,M,n,I-Disease,囗,yīn
此,E,n,I-Disease,止,cǐ
糖,B,v,O,米,táng
尿,E,v,O,尸,niào
病,S,uj,O,疒,bìng
高,B,n,O,高,gāo
危,E,n,O,㔾,wēi
人,B,n,O,人,rén
群,E,n,O,羊,qún
与,S,x,O,一,yǔ
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
前,S,v,O,刂,qián
sep,sep,sep,sep,sep,sep
SPACE,E,n,I-Disease,UNK,UNK
糖,B,v,O,米,táng
尿,E,v,O,尸,niào
病,S,uj,O,疒,bìng
前,B,n,O,刂,qián
sep,sep,sep,sep,sep,sep
而,B,v,O,而,ér
糖,E,v,O,米,táng
尿,S,uj,O,尸,niào
LB,B,n,O,UNK,UNK
病,E,n,O,疒,bìng
高,B,n,O,高,gāo
危,E,n,O,㔾,wēi
人,S,x,O,人,rén
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
本,S,uj,O,木,běn
LB,B,n,O,UNK,UNK
共,E,n,O,八,gòng
识,B,n,O,讠,shí
使,E,n,O,亻,shǐ
用,S,x,O,用,yòng
“,B,n,B-Disease,UNK,UNK
糖,M,n,I-Disease,米,táng
尿,E,n,I-Disease,尸,niào
病,S,v,O,疒,bìng
前,S,d,O,刂,qián
期,B,a,O,月,qī
冶,E,a,O,冫,yě
而,S,uj,O,而,ér
不,B,b,O,一,bù
用,E,b,O,用,yòng
“,S,h,O,UNK,UNK
糖,B,n,O,米,táng
调,M,n,O,讠,tiáo
节,E,n,O,艹,jié
sep,sep,sep,sep,sep,sep
SPACE,B,n,O,UNK,UNK
流,E,n,O,氵,liú
行,B,n,O,行,háng
病,E,n,O,疒,bìng
学,S,x,O,子,xué
调,B,n,B-Disease,讠,tiáo
查,M,n,I-Disease,木,chá
和,E,n,I-Disease,口,hé
循,S,v,O,彳,xún
证,S,d,O,讠,zhèng
医,B,a,O,匚,yī
学,E,a,O,子,xué
证,S,uj,O,讠,zhèng
据,B,b,O,扌,jù
均,E,b,O,土,jūn
表,S,h,O,衣,biǎo
明,B,n,O,日,míng
空,M,n,O,穴,kōng
腹,E,n,O,月,fù
LB,B,r,O,UNK,UNK
血,E,r,O,血,xiě
糖,S,x,O,米,táng
受,B,c,O,又,shòu
损,E,c,O,扌,sǔn
(,B,a,O,UNK,UNK
SPACE,E,a,O,UNK,UNK
i,S,x,O,UNK,UNK
m,B,t,O,UNK,UNK
p,E,t,O,UNK,UNK
a,B,n,O,UNK,UNK
i,M,n,O,UNK,UNK
r,M,n,O,UNK,UNK
e,E,n,O,UNK,UNK
d,B,vn,O,UNK,UNK
SPACE,E,vn,O,UNK,UNK
f,B,v,O,UNK,UNK
a,E,v,O,UNK,UNK
s,S,uj,O,UNK,UNK
t,B,n,B-Disease,UNK,UNK
i,M,n,I-Disease,UNK,UNK
n,E,n,I-Disease,UNK,UNK
g,B,v,O,UNK,UNK
SPACE,E,v,O,UNK,UNK
g,B,n,O,UNK,UNK
l,E,n,O,UNK,UNK
u,S,d,O,UNK,UNK
c,S,m,O,UNK,UNK
o,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,E,n,O,UNK,UNK
I,B,n,O,UNK,UNK
F,E,n,O,UNK,UNK
G,S,x,O,UNK,UNK
),B,n,B-Disease,UNK,UNK
、,M,n,I-Disease,UNK,UNK
糖,E,n,I-Disease,米,táng
LB,S,v,O,UNK,UNK
耐,S,d,O,而,nài
量,B,a,O,里,liáng
受,E,a,O,又,shòu
损,S,uj,O,扌,sǔn
(,B,b,O,UNK,UNK
i,E,b,O,UNK,UNK
m,S,h,O,UNK,UNK
p,B,n,O,UNK,UNK
a,M,n,O,UNK,UNK
i,E,n,O,UNK,UNK
r,B,r,O,UNK,UNK
e,E,r,O,UNK,UNK
d,S,x,O,UNK,UNK
SPACE,B,c,O,UNK,UNK
g,E,c,O,UNK,UNK
l,B,a,O,UNK,UNK
u,E,a,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,B,n,O,UNK,UNK
I,E,n,O,UNK,UNK
G,S,x,O,UNK,UNK
T,B,n,B-Disease,UNK,UNK
),M,n,I-Disease,UNK,UNK
和,E,n,I-Disease,口,hé
SPACE,S,v,O,UNK,UNK
I,S,d,O,UNK,UNK
F,B,a,O,UNK,UNK
G,E,a,O,UNK,UNK
SPACE,S,uj,O,UNK,UNK
合,B,b,O,口,hé
并,E,b,O,干,bìng
LB,S,h,O,UNK,UNK
I,B,n,O,UNK,UNK
G,M,n,O,UNK,UNK
T,E,n,O,UNK,UNK
SPACE,B,r,O,UNK,UNK
这,E,r,O,辶,zhè
三,S,x,O,一,sān
类,B,c,O,米,lèi
人,E,c,O,人,rén
群,B,a,O,羊,qún
的,E,a,O,白,dí
糖,S,x,O,米,táng
尿,B,t,O,尸,niào
病,E,t,O,疒,bìng
发,B,n,O,又,fā
病,M,n,O,疒,bìng
风,M,n,O,风,fēng
险,E,n,O,阝,xiǎn
及,B,vn,O,又,jí
sep,sep,sep,sep,sep,sep
因,E,n,O,囗,yīn
此,S,x,O,止,cǐ
本,B,n,B-Disease,木,běn
共,M,n,I-Disease,八,gòng
识,E,n,I-Disease,讠,shí
sep,sep,sep,sep,sep,sep
G,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,E,n,I-Disease,UNK,UNK
sep,sep,sep,sep,sep,sep
如,S,v,O,女,rú
出,S,d,O,凵,chū
现,B,a,O,见,xiàn
则,E,a,O,刂,zé
标,S,uj,O,木,biāo
志,B,b,O,心,zhì
着,E,b,O,目,zhuó
将,S,h,O,寸,jiāng
LB,B,n,O,UNK,UNK
来,M,n,O,木,lái
发,E,n,O,又,fā
生,B,r,O,生,shēng
脑,E,r,O,月,nǎo
心,S,x,O,心,xīn
血,B,c,O,血,xiě
管,E,c,O,竹,guǎn
疾,B,a,O,疒,jí
病,E,a,O,疒,bìng
SPACE,S,x,O,UNK,UNK
(,B,t,O,UNK,UNK
SPACE,E,t,O,UNK,UNK
c,B,n,O,UNK,UNK
e,M,n,O,UNK,UNK
r,M,n,O,UNK,UNK
e,E,n,O,UNK,UNK
b,B,vn,O,UNK,UNK
r,E,vn,O,UNK,UNK
o,B,v,O,UNK,UNK
-,E,v,O,UNK,UNK
c,S,uj,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,d,O,UNK,UNK
C,B,a,O,UNK,UNK
C,E,a,O,UNK,UNK
V,S,uj,O,UNK,UNK
D,B,b,O,UNK,UNK
),E,b,O,UNK,UNK
、,S,h,O,UNK,UNK
糖,B,n,O,米,táng
sep,sep,sep,sep,sep,sep
SPACE,B,a,O,UNK,UNK
现,E,a,O,见,xiàn
有,S,uj,O,月,yǒu
的,B,b,O,白,dí
研,E,b,O,石,yán
究,S,h,O,穴,jiū
已,B,n,O,己,yǐ
证,M,n,O,讠,zhèng
明,E,n,O,日,míng
有,B,r,O,月,yǒu
效,E,r,O,攵,xiào
干,S,x,O,干,gān
sep,sep,sep,sep,sep,sep
SPACE,E,a,O,UNK,UNK
因,S,uj,O,囗,yīn
此,B,b,O,止,cǐ
",",E,b,O,UNK,UNK
及,S,h,O,又,jí
时,B,n,O,日,shí
发,M,n,O,又,fā
现,E,n,O,见,xiàn
血,B,r,O,血,xiě
LB,E,r,O,UNK,UNK
糖,S,x,O,米,táng
正,B,c,O,止,zhèng
常,E,c,O,巾,cháng
的,B,a,O,白,dí
糖,E,a,O,米,táng
尿,S,x,O,尸,niào
病,B,t,O,疒,bìng
高,E,t,O,高,gāo
危,B,n,O,㔾,wēi
人,M,n,O,人,rén
群,M,n,O,羊,qún
和,E,n,O,口,hé
糖,B,vn,O,米,táng
尿,E,vn,O,尸,niào
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,E,b,O,UNK,UNK
有,S,h,O,月,yǒu
鉴,B,n,O,金,jiàn
于,M,n,O,二,yú
此,E,n,O,止,cǐ
",",B,r,O,UNK,UNK
中,E,r,O,丨,zhōng
华,S,x,O,十,huá
LB,B,c,O,UNK,UNK
医,E,c,O,匚,yī
学,B,a,O,子,xué
会,E,a,O,人,huì
内,S,x,O,冂,nèi
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
LB,E,r,O,UNK,UNK
病,S,x,O,疒,bìng
前,B,c,O,刂,qián
期,E,c,O,月,qī
人,B,a,O,人,rén
群,E,a,O,羊,qún
。,S,x,O,UNK,UNK
LB,B,t,O,UNK,UNK
num,E,t,O,UNK,UNK
.,B,n,O,UNK,UNK
SPACE,M,n,O,UNK,UNK
血,M,n,O,血,xiě
糖,E,n,O,米,táng
正,B,vn,O,止,zhèng
常,E,vn,O,巾,cháng
性,B,v,O,忄,xìng
高,E,v,O,高,gāo
危,S,uj,O,㔾,wēi
sep,sep,sep,sep,sep,sep
可,S,x,O,口,kě
定,B,c,O,宀,dìng
义,E,c,O,丶,yì
为,B,a,O,丶,wéi
糖,E,a,O,米,táng
尿,S,x,O,尸,niào
LB,B,t,O,UNK,UNK
病,E,t,O,疒,bìng
高,B,n,O,高,gāo
危,M,n,O,㔾,wēi
人,M,n,O,人,rén
群,E,n,O,羊,qún
:,B,vn,O,UNK,UNK
(,E,vn,O,UNK,UNK
num,B,v,O,UNK,UNK
),E,v,O,UNK,UNK
年,S,uj,O,干,nián
龄,B,n,B-Disease,齿,líng
≥,M,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
num,B,v,O,UNK,UNK
SPACE,E,v,O,UNK,UNK
岁,B,n,O,山,suì
;,E,n,O,UNK,UNK
(,S,d,O,UNK,UNK
num,S,m,O,UNK,UNK
),S,x,O,UNK,UNK
既,B,c,O,旡,jì
往,E,c,O,彳,wǎng
有,S,x,O,月,yǒu
sep,sep,sep,sep,sep,sep
男,B,c,O,田,nán
性,E,c,O,忄,xìng
腰,B,a,O,月,yāo
LB,E,a,O,UNK,UNK
围,S,x,O,囗,wéi
≥,B,t,O,UNK,UNK
num,E,t,O,UNK,UNK
num,B,n,O,UNK,UNK
SPACE,M,n,O,UNK,UNK
c,M,n,O,UNK,UNK
m,E,n,O,UNK,UNK
",",B,vn,O,UNK,UNK
女,E,vn,O,女,nǚ
性,B,v,O,忄,xìng
腰,E,v,O,月,yāo
围,S,uj,O,囗,wéi
≥,B,n,B-Disease,UNK,UNK
num,M,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
SPACE,B,v,O,UNK,UNK
c,E,v,O,UNK,UNK
m,B,n,O,UNK,UNK
;,E,n,O,UNK,UNK
(,S,d,O,UNK,UNK
num,S,m,O,UNK,UNK
),S,x,O,UNK,UNK
静,B,c,O,青,jìng
坐,E,c,O,土,zuò
的,S,x,O,白,dí
生,S,p,O,生,shēng
活,B,r,O,氵,huó
方,E,r,O,方,fāng
式,B,n,O,弋,shì
;,E,n,O,UNK,UNK
LB,S,f,O,UNK,UNK
(,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
),B,n,O,UNK,UNK
一,E,n,O,一,yī
级,S,c,O,纟,jí
亲,B,n,O,亠,qīn
属,M,n,O,尸,shǔ
sep,sep,sep,sep,sep,sep
妊,E,c,O,女,rèn
娠,B,a,O,女,shēn
期,E,a,O,月,qī
显,S,x,O,日,xiǎn
性,B,t,O,忄,xìng
糖,E,t,O,米,táng
尿,B,n,O,尸,niào
病,M,n,O,疒,bìng
或,M,n,O,戈,huò
妊,E,n,O,女,rèn
娠,B,vn,O,女,shēn
LB,E,vn,O,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B,a,O,UNK,UNK
.,E,a,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
num,B,t,O,UNK,UNK
num,E,t,O,UNK,UNK
num,B,n,O,UNK,UNK
SPACE,M,n,O,UNK,UNK
k,M,n,O,UNK,UNK
P,E,n,O,UNK,UNK
a,B,vn,O,UNK,UNK
),E,vn,O,UNK,UNK
和,B,v,O,口,hé
(,E,v,O,UNK,UNK
或,S,uj,O,戈,huò
),B,n,B-Disease,UNK,UNK
舒,M,n,I-Disease,舌,shū
张,E,n,I-Disease,弓,zhāng
压,B,v,O,厂,yā
≥,E,v,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
或,B,t,O,戈,huò
正,E,t,O,止,zhèng
在,B,n,O,土,zài
接,M,n,O,扌,jiē
LB,M,n,O,UNK,UNK
受,E,n,O,又,shòu
调,B,vn,O,讠,tiáo
脂,E,vn,O,月,zhī
治,B,v,O,氵,zhì
疗,E,v,O,疒,liáo
),S,uj,O,UNK,UNK
;,B,n,B-Disease,UNK,UNK
(,M,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
),B,v,O,UNK,UNK
动,E,v,O,力,dòng
脉,B,n,O,月,mài
粥,E,n,O,米,zhōu
样,S,d,O,木,yàng
硬,S,m,O,石,yìng
化,S,x,O,亻,huà
性,B,c,O,忄,xìng
SPACE,E,c,O,UNK,UNK
C,S,x,O,UNK,UNK
C,S,p,O,UNK,UNK
V,B,r,O,UNK,UNK
D,E,r,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
患,E,n,O,心,huàn
者,S,f,O,耂,zhě
;,B,n,O,UNK,UNK
(,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
),S,c,O,UNK,UNK
LB,B,n,O,UNK,UNK
有,M,n,O,月,yǒu
一,E,n,O,一,yī
过,S,v,O,辶,guò
性,B,a,O,忄,xìng
类,E,a,O,米,lèi
固,B,v,O,囗,gù
醇,E,v,O,酉,chún
性,B,n,O,忄,xìng
糖,E,n,O,米,táng
尿,S,d,O,尸,niào
病,S,v,O,疒,bìng
病,S,x,O,疒,bìng
史,B,n,O,口,shǐ
者,E,n,O,耂,zhě
;,S,uj,O,UNK,UNK
(,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,S,x,O,UNK,UNK
),S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,E,t,O,UNK,UNK
num,B,n,O,UNK,UNK
.,M,n,O,UNK,UNK
SPACE,M,n,O,UNK,UNK
糖,E,n,O,米,táng
尿,B,vn,O,尸,niào
病,E,vn,O,疒,bìng
前,B,v,O,刂,qián
期,E,v,O,月,qī
人,S,uj,O,人,rén
群,B,n,B-Disease,羊,qún
:,M,n,I-Disease,UNK,UNK
糖,E,n,I-Disease,米,táng
尿,B,v,O,尸,niào
病,E,v,O,疒,bìng
前,B,n,O,刂,qián
期,E,n,O,月,qī
指,S,d,O,扌,zhǐ
空,S,m,O,穴,kōng
腹,S,x,O,月,fù
血,B,c,O,血,xiě
浆,E,c,O,水,jiāng
葡,S,x,O,艹,pú
萄,S,p,O,艹,táo
LB,B,r,O,UNK,UNK
糖,E,r,O,米,táng
和,B,n,O,口,hé
(,E,n,O,UNK,UNK
或,S,f,O,戈,huò
),B,n,O,UNK,UNK
口,E,n,O,口,kǒu
服,B,n,O,月,fú
葡,E,n,O,艹,pú
萄,S,c,O,艹,táo
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
num,S,uj,O,UNK,UNK
.,B,n,B-Disease,UNK,UNK
SPACE,M,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
-,B,v,O,UNK,UNK
num,E,v,O,UNK,UNK
num,B,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
或,S,c,O,戈,huò
体,B,n,O,亻,tǐ
重,M,n,O,里,zhòng
至,E,n,O,至,zhì
LB,S,v,O,UNK,UNK
少,B,a,O,小,shǎo
减,E,a,O,冫,jiǎn
少,B,v,O,小,shǎo
SPACE,E,v,O,UNK,UNK
num,B,n,O,UNK,UNK
%,E,n,O,UNK,UNK
SPACE,S,d,O,UNK,UNK
~,S,v,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
%,S,uj,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
;,E,n,O,UNK,UNK
每,S,x,O,母,měi
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
