word,bounds,flag,label,radical,pinyin
临,B,vn,O,丨,lín
床,E,vn,O,广,chuáng
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
LB,S,x,O,UNK,UNK
吡,B,n,B-Drug,口,pǐ
格,E,n,I-Drug,木,gé
列,S,v,I-Drug,刂,liè
酮,S,g,I-Drug,酉,tóng
二,B,b,B-Drug,二,èr
甲,E,b,I-Drug,田,jiǎ
双,S,m,I-Drug,又,shuāng
胍,S,g,I-Drug,月,guā
片,S,q,O,片,piàn
或,S,c,O,戈,huò
二,B,b,B-Drug,二,èr
甲,E,b,I-Drug,田,jiǎ
双,S,m,I-Drug,又,shuāng
胍,S,g,I-Drug,月,guā
治,B,v,O,氵,zhì
疗,E,v,O,疒,liáo
对,S,p,O,寸,duì
SPACE,S,x,O,UNK,UNK
num,S,x,B-Disease,UNK,UNK
SPACE,S,x,I-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
的,S,uj,O,白,dí
LB,S,x,O,UNK,UNK
多,B,m,O,夕,duō
种,E,m,O,禾,zhǒng
脂,B,n,B-Anatomy,月,zhī
肪,E,n,I-Anatomy,月,fáng
细,B,n,I-Anatomy,纟,xì
胞,M,n,I-Anatomy,月,bāo
因,M,n,O,囗,yīn
子,E,n,O,子,zǐ
的,S,uj,O,白,dí
影,B,vn,O,彡,yǐng
响,E,vn,O,口,xiǎng
LB,S,x,O,UNK,UNK
严,B,nr,O,一,yán
婷,E,nr,O,女,tíng
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
杨,B,nr,O,木,yáng
锐,E,nr,O,钅,ruì
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
余,B,nr,O,人,yú
丹,M,nr,O,丿,dān
峰,E,nr,O,山,fēng
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
王,B,nr,O,王,wáng
娇,E,nr,O,女,jiāo
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
孙,B,nr,O,子,sūn
嘉,E,nr,O,口,jiā
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
程,B,nr,O,禾,chéng
彦,M,nr,O,彡,yàn
臻,E,nr,O,至,zhēn
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
杨,B,nr,O,木,yáng
晓,M,nr,O,日,xiǎo
燕,E,nr,O,灬,yàn
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
何,B,nr,O,亻,hé
雷,E,nr,O,雨,léi
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
蔡,B,nr,O,艹,cài
德,M,nr,O,彳,dé
鸿,E,nr,O,鸟,hóng
LB,S,x,O,UNK,UNK
[,S,x,O,UNK,UNK
提,B,v,O,扌,tí
要,E,v,O,覀,yào
],S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
num,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
例,S,v,O,亻,lì
SPACE,S,x,O,UNK,UNK
num,S,x,B-Disease,UNK,UNK
SPACE,S,x,I-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
分,B,v,O,刀,fēn
成,E,v,O,戈,chéng
SPACE,S,x,O,UNK,UNK
num,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
组,S,zg,O,纟,zǔ
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
分,E,vn,O,刀,fēn
别,B,vn,O,刂,bié
给,E,vn,O,纟,gěi
予,S,x,O,乙,yú
二,B,n,B-Drug,二,èr
甲,E,n,I-Drug,田,jiǎ
双,S,v,I-Drug,又,shuāng
胍,S,g,I-Drug,月,guā
和,B,b,B-Drug,口,hé
吡,E,b,I-Drug,口,pǐ
格,S,m,I-Drug,木,gé
列,S,g,I-Drug,刂,liè
酮,S,q,O,酉,tóng
二,S,c,O,二,èr
甲,B,b,B-Drug,田,jiǎ
双,E,b,I-Drug,又,shuāng
胍,S,m,I-Drug,月,guā
片,S,g,I-Drug,片,piàn
(,B,v,O,UNK,UNK
卡,E,v,O,丨,qiǎ
优,S,p,O,亻,yōu
平,S,x,O,干,píng
),S,x,B-Disease,UNK,UNK
治,S,x,I-Disease,氵,zhì
疗,S,k,I-Disease,疒,liáo
SPACE,B,n,I-Disease,UNK,UNK
num,M,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
LB,B,n,O,UNK,UNK
周,E,n,O,口,zhōu
sep,sep,sep,sep,sep,sep
SPACE,B,vn,O,UNK,UNK
测,E,vn,O,氵,cè
定,S,x,O,宀,dìng
治,B,n,B-Drug,氵,zhì
疗,E,n,I-Drug,疒,liáo
前,S,v,I-Drug,刂,qián
后,S,g,I-Drug,口,hòu
各,B,b,B-Drug,口,gè
组,E,b,I-Drug,纟,zǔ
的,S,m,I-Drug,白,dí
白,S,g,I-Drug,白,bái
细,S,q,O,纟,xì
胞,S,c,O,月,bāo
介,B,b,B-Drug,人,jiè
素,E,b,I-Drug,糸,sù
SPACE,S,m,I-Drug,UNK,UNK
num,S,g,I-Drug,UNK,UNK
(,B,v,O,UNK,UNK
I,E,v,O,UNK,UNK
L,S,p,O,UNK,UNK
-,S,x,O,UNK,UNK
num,S,x,B-Disease,UNK,UNK
),S,x,I-Disease,UNK,UNK
、,S,k,I-Disease,UNK,UNK
脂,B,n,I-Disease,月,zhī
联,M,n,I-Disease,耳,lián
素,E,n,I-Disease,糸,sù
、,B,n,O,UNK,UNK
内,E,n,O,冂,nèi
脏,S,uj,O,月,zàng
脂,S,x,O,月,zhī
肪,B,m,O,月,fáng
组,E,m,O,纟,zǔ
织,B,n,B-Anatomy,纟,zhī
源,E,n,I-Anatomy,氵,yuán
性,B,n,I-Anatomy,忄,xìng
丝,M,n,I-Anatomy,一,sī
氨,M,n,O,气,ān
酸,E,n,O,酉,suān
蛋,S,uj,O,虫,dàn
白,B,vn,O,白,bái
酶,E,vn,O,酉,méi
抑,S,x,O,扌,yì
制,B,nr,O,刂,zhì
物,E,nr,O,牜,wù
(,S,x,O,UNK,UNK
v,S,x,O,UNK,UNK
a,B,nr,O,UNK,UNK
s,E,nr,O,UNK,UNK
p,S,x,O,UNK,UNK
i,S,x,O,UNK,UNK
n,B,nr,O,UNK,UNK
),M,nr,O,UNK,UNK
、,E,nr,O,UNK,UNK
LB,S,x,O,UNK,UNK
血,S,x,O,血,xiě
糖,B,nr,O,米,táng
等,E,nr,O,竹,děng
指,S,x,O,扌,zhǐ
sep,sep,sep,sep,sep,sep
SPACE,E,vn,O,UNK,UNK
治,S,x,O,氵,zhì
疗,B,n,B-Drug,疒,liáo
后,E,n,I-Drug,口,hòu
",",S,v,I-Drug,UNK,UNK
卡,S,g,I-Drug,丨,qiǎ
优,B,b,B-Drug,亻,yōu
平,E,b,I-Drug,干,píng
组,S,m,I-Drug,纟,zǔ
SPACE,S,g,I-Drug,UNK,UNK
sep,sep,sep,sep,sep,sep
num,S,x,O,UNK,UNK
、,B,n,B-Drug,UNK,UNK
脂,E,n,I-Drug,月,zhī
联,S,v,I-Drug,耳,lián
素,S,g,I-Drug,糸,sù
与,B,b,B-Drug,一,yǔ
治,E,b,I-Drug,氵,zhì
疗,S,m,I-Drug,疒,liáo
前,S,g,I-Drug,刂,qián
相,S,q,O,目,xiāng
比,S,c,O,比,bǐ
有,B,b,B-Drug,月,yǒu
显,E,b,I-Drug,日,xiǎn
著,S,m,I-Drug,艹,zhù
差,S,g,I-Drug,工,chà
sep,sep,sep,sep,sep,sep
num,B,n,B-Drug,UNK,UNK
.,E,n,I-Drug,UNK,UNK
SPACE,S,v,I-Drug,UNK,UNK
sep,sep,sep,sep,sep,sep
num,E,n,I-Drug,UNK,UNK
.,S,v,I-Drug,UNK,UNK
SPACE,S,g,I-Drug,UNK,UNK
num,B,b,B-Drug,UNK,UNK
num,E,b,I-Drug,UNK,UNK
),S,m,I-Drug,UNK,UNK
",",S,g,I-Drug,UNK,UNK
二,S,q,O,二,èr
甲,S,c,O,田,jiǎ
双,B,b,B-Drug,又,shuāng
sep,sep,sep,sep,sep,sep
LB,S,v,I-Drug,UNK,UNK
血,S,g,I-Drug,血,xiě
糖,B,b,B-Drug,米,táng
",",E,b,I-Drug,UNK,UNK
H,S,m,I-Drug,UNK,UNK
B,S,g,I-Drug,UNK,UNK
A,S,q,O,UNK,UNK
num,S,c,O,UNK,UNK
C,B,b,B-Drug,UNK,UNK
水,E,b,I-Drug,水,shuǐ
平,S,m,I-Drug,干,píng
高,S,g,I-Drug,高,gāo
于,B,v,O,二,yú
sep,sep,sep,sep,sep,sep
num,S,g,I-Drug,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B,b,B-Drug,UNK,UNK
.,E,b,I-Drug,UNK,UNK
SPACE,S,m,I-Drug,UNK,UNK
num,S,g,I-Drug,UNK,UNK
num,S,q,O,UNK,UNK
),S,c,O,UNK,UNK
。,B,b,B-Drug,UNK,UNK
SPACE,E,b,I-Drug,UNK,UNK
卡,S,m,I-Drug,丨,qiǎ
优,S,g,I-Drug,亻,yōu
平,B,v,O,干,píng
组,E,v,O,纟,zǔ
体,S,p,O,亻,tǐ
重,S,x,O,里,zhòng
指,S,x,B-Disease,扌,zhǐ
数,S,x,I-Disease,攵,shù
变,S,k,I-Disease,又,biàn
化,B,n,I-Disease,亻,huà
率,M,n,I-Disease,玄,shuài
及,E,n,I-Disease,又,jí
SPACE,B,n,O,UNK,UNK
H,E,n,O,UNK,UNK
b,S,uj,O,UNK,UNK
A,S,x,O,UNK,UNK
num,B,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
num,E,b,I-Drug,UNK,UNK
、,S,m,I-Drug,UNK,UNK
脂,S,g,I-Drug,月,zhī
LB,S,q,O,UNK,UNK
联,S,c,O,耳,lián
素,B,b,B-Drug,糸,sù
、,E,b,I-Drug,UNK,UNK
v,S,m,I-Drug,UNK,UNK
a,S,g,I-Drug,UNK,UNK
s,B,v,O,UNK,UNK
p,E,v,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,m,I-Drug,UNK,UNK
卡,S,g,I-Drug,丨,qiǎ
优,S,q,O,亻,yōu
平,S,c,O,干,píng
的,B,b,B-Drug,白,dí
降,E,b,I-Drug,阝,jiàng
糖,S,m,I-Drug,米,táng
效,S,g,I-Drug,攵,xiào
sep,sep,sep,sep,sep,sep
num,S,g,I-Drug,UNK,UNK
、,S,q,O,UNK,UNK
v,S,c,O,UNK,UNK
a,B,b,B-Drug,UNK,UNK
s,E,b,I-Drug,UNK,UNK
p,S,m,I-Drug,UNK,UNK
i,S,g,I-Drug,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,q,O,UNK,UNK
且,S,c,O,一,qiě
卡,B,b,B-Drug,丨,qiǎ
优,E,b,I-Drug,亻,yōu
LB,S,m,I-Drug,UNK,UNK
平,S,g,I-Drug,干,píng
对,B,v,O,寸,duì
SPACE,E,v,O,UNK,UNK
num,S,p,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
种,S,x,B-Disease,禾,zhǒng
脂,S,x,I-Disease,月,zhī
肪,S,k,I-Disease,月,fáng
