word,bounds,flag,label,radical,pinyin
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
胰,B,n,O,月,yí
岛,M,n,O,山,dǎo
素,E,n,O,糸,sù
分,B,v,O,刀,fēn
泌,E,v,O,氵,mì
研,B,n,O,石,yán
究,M,n,O,穴,jiū
组,E,n,O,纟,zǔ
第,B,m,O,竹,dì
十,M,m,O,十,shí
四,M,m,O,囗,sì
次,E,m,O,欠,cì
会,B,n,O,人,huì
议,E,n,O,讠,yì
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
组,B,l,O,纟,zǔ
成,M,l,O,戈,chéng
员,E,l,O,口,yuán
sep,sep,sep,sep,sep,sep
LB,E,ns,O,UNK,UNK
(,B,n,O,UNK,UNK
以,M,n,O,人,yǐ
姓,E,n,O,女,xìng
名,B,v,O,口,míng
首,E,v,O,首,shǒu
字,B,n,O,子,zì
母,M,n,O,母,mǔ
拼,E,n,O,扌,pīn
音,B,m,O,音,yīn
排,M,m,O,扌,pái
序,M,m,O,广,xù
),E,m,O,UNK,UNK
LB,B,n,O,UNK,UNK
陈,E,n,O,阝,chén
SPACE,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
丽,B,l,O,一,lì
(,M,l,O,UNK,UNK
山,E,l,O,山,shān
东,S,x,O,一,dōng
大,S,x,O,大,dà
学,S,p,O,子,xué
齐,B,n,O,齐,qí
鲁,E,n,O,鱼,lǔ
医,B,n,O,匚,yī
院,M,n,O,阝,yuàn
sep,sep,sep,sep,sep,sep
LB,B,n,O,UNK,UNK
陈,M,n,O,阝,chén
璐,E,n,O,王,lù
璐,B,v,O,王,lù
(,E,v,O,UNK,UNK
华,B,n,O,十,huá
中,M,n,O,丨,zhōng
科,E,n,O,禾,kē
技,B,m,O,扌,jì
大,M,m,O,大,dà
学,M,m,O,子,xué
武,E,m,O,止,wǔ
汉,B,n,O,氵,hàn
协,E,n,O,十,xié
和,B,n,O,口,hé
医,E,n,O,匚,yī
sep,sep,sep,sep,sep,sep
LB,M,n,O,UNK,UNK
韩,E,n,O,韦,hán
SPACE,B,v,O,UNK,UNK
SPACE,E,v,O,UNK,UNK
晓,B,n,O,日,xiǎo
(,M,n,O,UNK,UNK
南,E,n,O,十,nán
京,B,m,O,亠,jīng
医,M,m,O,匚,yī
科,M,m,O,禾,kē
大,E,m,O,大,dà
学,B,n,O,子,xué
基,E,n,O,土,jī
础,B,n,O,石,chǔ
医,E,n,O,匚,yī
sep,sep,sep,sep,sep,sep
LB,E,n,O,UNK,UNK
胡,B,v,O,月,hú
仁,E,v,O,亻,rén
明,B,n,O,日,míng
(,M,n,O,UNK,UNK
复,E,n,O,夂,fù
旦,B,m,O,日,dàn
大,M,m,O,大,dà
学,M,m,O,子,xué
附,E,m,O,阝,fù
属,B,n,O,尸,shǔ
华,E,n,O,十,huá
sep,sep,sep,sep,sep,sep
LB,B,v,O,UNK,UNK
贾,E,v,O,贝,gǔ
伟,B,n,O,亻,wěi
平,M,n,O,干,píng
(,E,n,O,UNK,UNK
上,B,m,O,一,shàng
海,M,m,O,氵,hǎi
交,M,m,O,亠,jiāo
通,E,m,O,辶,tōng
大,B,n,O,大,dà
学,E,n,O,子,xué
第,B,n,O,竹,dì
六,E,n,O,八,liù
sep,sep,sep,sep,sep,sep
LB,E,v,O,UNK,UNK
李,B,n,O,木,lǐ
光,M,n,O,儿,guāng
伟,E,n,O,亻,wěi
(,B,m,O,UNK,UNK
中,M,m,O,丨,zhōng
国,M,m,O,囗,guó
医,E,m,O,匚,yī
学,B,n,O,子,xué
科,E,n,O,禾,kē
学,B,n,O,子,xué
院,E,n,O,阝,yuàn
阜,B,l,O,阜,fù
外,M,l,O,夕,wài
心,E,l,O,心,xīn
sep,sep,sep,sep,sep,sep
LB,B,n,O,UNK,UNK
李,M,n,O,木,lǐ
延,E,n,O,廴,yán
兵,B,m,O,八,bīng
(,M,m,O,UNK,UNK
中,M,m,O,丨,zhōng
山,E,m,O,山,shān
医,B,n,O,匚,yī
院,E,n,O,阝,yuàn
sep,sep,sep,sep,sep,sep
LB,M,n,O,UNK,UNK
潘,E,n,O,氵,pān
长,B,m,O,长,cháng
玉,M,m,O,玉,yù
(,M,m,O,UNK,UNK
中,E,m,O,丨,zhōng
国,B,n,O,囗,guó
人,E,n,O,人,rén
sep,sep,sep,sep,sep,sep
LB,E,n,O,UNK,UNK
沈,B,m,O,氵,shěn
SPACE,M,m,O,UNK,UNK
SPACE,M,m,O,UNK,UNK
洁,E,m,O,氵,jié
(,B,n,O,UNK,UNK
南,E,n,O,十,nán
方,B,n,O,方,fāng
医,E,n,O,匚,yī
科,B,l,O,禾,kē
sep,sep,sep,sep,sep,sep
LB,B,m,O,UNK,UNK
王,M,m,O,王,wáng
SPACE,M,m,O,UNK,UNK
SPACE,E,m,O,UNK,UNK
琛,B,n,O,王,chēn
(,E,n,O,UNK,UNK
上,B,n,O,一,shàng
海,E,n,O,氵,hǎi
交,B,l,O,亠,jiāo
sep,sep,sep,sep,sep,sep
LB,M,m,O,UNK,UNK
严,M,m,O,一,yán
SPACE,E,m,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
励,E,n,O,力,lì
(,B,n,O,UNK,UNK
中,E,n,O,丨,zhōng
sep,sep,sep,sep,sep,sep
LB,M,m,O,UNK,UNK
杨,E,m,O,木,yáng
立,B,n,O,立,lì
勇,E,n,O,力,yǒng
(,B,n,O,UNK,UNK
福,E,n,O,礻,fú
sep,sep,sep,sep,sep,sep
LB,E,m,O,UNK,UNK
杨,B,n,O,木,yáng
SPACE,E,n,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
涛,E,n,O,氵,tāo
(,B,l,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,B,n,O,UNK,UNK
袁,E,n,O,衣,yuán
SPACE,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
莉,B,l,O,艹,lì
sep,sep,sep,sep,sep,sep
LB,E,n,O,UNK,UNK
曾,B,n,O,曰,zēng
正,E,n,O,止,zhèng
陪,B,l,O,阝,péi
sep,sep,sep,sep,sep,sep
LB,B,n,O,UNK,UNK
周,E,n,O,口,zhōu
迎,B,l,O,辶,yíng
生,M,l,O,生,shēng
sep,sep,sep,sep,sep,sep
LB,E,n,O,UNK,UNK
周,B,l,O,口,zhōu
智,M,l,O,日,zhì
广,E,l,O,广,guǎng
(,S,x,O,UNK,UNK
中,S,x,O,丨,zhōng
南,S,p,O,十,nán
大,B,n,O,大,dà
学,E,n,O,子,xué
湘,B,n,O,氵,xiāng
雅,M,n,O,隹,yǎ
二,E,n,O,二,èr
医,B,n,O,匚,yī
院,E,n,O,阝,yuàn
),B,n,O,UNK,UNK
LB,E,n,O,UNK,UNK
中,S,x,O,丨,zhōng
国,S,x,O,囗,guó
胰,S,nr,O,月,yí
sep,sep,sep,sep,sep,sep
LB,B,l,O,UNK,UNK
M,M,l,O,UNK,UNK
i,E,l,O,UNK,UNK
c,S,x,O,UNK,UNK
h,S,x,O,UNK,UNK
a,S,p,O,UNK,UNK
e,B,n,O,UNK,UNK
l,E,n,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
B,M,n,O,UNK,UNK
.,E,n,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
W,E,n,O,UNK,UNK
h,B,n,O,UNK,UNK
e,E,n,O,UNK,UNK
e,S,x,O,UNK,UNK
l,S,x,O,UNK,UNK
e,S,nr,O,UNK,UNK
r,S,x,O,UNK,UNK
(,S,x,O,UNK,UNK
加,S,nr,O,力,jiā
拿,S,x,O,手,ná
大,B,nt,O,大,dà
多,M,nt,O,夕,duō
伦,M,nt,O,亻,lún
多,E,nt,O,夕,duō
大,B,nr,O,大,dà
学,E,nr,O,子,xué
),B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
F,S,x,O,UNK,UNK
e,S,x,O,UNK,UNK
i,B,nr,O,UNK,UNK
h,M,nr,O,UNK,UNK
a,E,nr,O,UNK,UNK
n,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,M,l,O,UNK,UNK
内,E,l,O,冂,nèi
分,S,x,O,刀,fēn
泌,S,x,O,氵,mì
疾,S,p,O,疒,jí
病,B,n,O,疒,bìng
管,E,n,O,竹,guǎn
理,B,n,O,王,lǐ
继,M,n,O,纟,jì
sep,sep,sep,sep,sep,sep
LB,E,l,O,UNK,UNK
num,S,x,O,UNK,UNK
num,S,x,O,UNK,UNK
num,S,p,O,UNK,UNK
num,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
年,B,n,O,干,nián
欧,M,n,O,欠,ōu
洲,E,n,O,氵,zhōu
甲,B,n,O,田,jiǎ
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
胡,S,p,O,月,hú
欣,B,n,O,欠,xīn
SPACE,E,n,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
陈,M,n,O,阝,chén
国,E,n,O,囗,guó
芳,B,n,O,艹,fāng
SPACE,E,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
欧,S,p,O,欠,ōu
洲,B,n,O,氵,zhōu
甲,E,n,O,田,jiǎ
状,B,n,O,犬,zhuàng
腺,M,n,O,月,xiàn
学,E,n,O,子,xué
会,B,n,O,人,huì
SPACE,E,n,O,UNK,UNK
/,B,n,O,UNK,UNK
欧,E,n,O,欠,ōu
洲,S,x,O,氵,zhōu
SPACE,S,x,O,UNK,UNK
G,S,nr,O,UNK,UNK
r,S,x,O,UNK,UNK
a,S,x,O,UNK,UNK
v,S,nr,O,UNK,UNK
e,S,x,O,UNK,UNK
s,B,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
眼,M,nt,O,目,yǎn
病,E,nt,O,疒,bìng
专,B,nr,O,一,zhuān
家,E,nr,O,宀,jiā
组,B,n,O,纟,zǔ
(,E,n,O,UNK,UNK
E,S,x,O,UNK,UNK
U,S,x,O,UNK,UNK
G,B,nr,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
对,M,n,O,寸,duì
轻,E,n,O,车,qīng
度,B,n,O,广,dù
突,E,n,O,穴,tū
眼,B,n,O,目,yǎn
的,E,n,O,白,dí
硒,S,x,O,石,xī
制,S,x,O,刂,zhì
剂,S,nr,O,刂,jì
治,S,x,O,氵,zhì
疗,S,x,O,疒,liáo
、,S,nr,O,UNK,UNK
中,S,x,O,丨,zhōng
重,B,nt,O,里,zhòng
度,M,nt,O,广,dù
活,M,nt,O,氵,huó
动,E,nt,O,力,dòng
性,B,nr,O,忄,xìng
突,E,nr,O,穴,tū
眼,B,n,O,目,yǎn
的,E,n,O,白,dí
一,S,x,O,一,yī
线,S,x,O,纟,xiàn
、,B,nr,O,UNK,UNK
二,M,nr,O,二,èr
线,E,nr,O,纟,xiàn
治,S,x,O,氵,zhì
疗,B,nt,O,疒,liáo
选,M,nt,O,辶,xuǎn
择,M,nt,O,扌,zé
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
重,E,n,O,里,zhòng
症,B,n,O,疒,zhèng
SPACE,E,n,O,UNK,UNK
G,S,x,O,UNK,UNK
r,S,x,O,UNK,UNK
a,S,nr,O,UNK,UNK
v,S,x,O,UNK,UNK
e,S,x,O,UNK,UNK
s,S,nr,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
眼,B,nt,O,目,yǎn
病,M,nt,O,疒,bìng
、,M,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
LB,E,n,O,UNK,UNK
[,S,x,O,UNK,UNK
关,S,x,O,丷,guān
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
I,S,x,O,UNK,UNK
n,S,nr,O,UNK,UNK
t,S,x,O,UNK,UNK
e,S,x,O,UNK,UNK
r,S,nr,O,UNK,UNK
p,S,x,O,UNK,UNK
r,B,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
t,M,nt,O,UNK,UNK
a,E,nt,O,UNK,UNK
t,B,nr,O,UNK,UNK
i,E,nr,O,UNK,UNK
o,B,n,O,UNK,UNK
n,E,n,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
o,S,x,O,UNK,UNK
f,B,nr,O,UNK,UNK
SPACE,M,nr,O,UNK,UNK
t,E,nr,O,UNK,UNK
h,S,x,O,UNK,UNK
e,B,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
num,M,nt,O,UNK,UNK
num,M,nt,O,UNK,UNK
num,M,nt,O,UNK,UNK
num,E,nt,O,UNK,UNK
SPACE,B,nt,O,UNK,UNK
E,M,nt,O,UNK,UNK
u,M,nt,O,UNK,UNK
r,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
p,E,nt,O,UNK,UNK
e,S,x,O,UNK,UNK
a,S,x,O,UNK,UNK
n,S,j,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
T,S,x,O,UNK,UNK
h,S,nr,O,UNK,UNK
y,S,x,O,UNK,UNK
r,B,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
A,E,nt,O,UNK,UNK
s,B,n,O,UNK,UNK
s,E,n,O,UNK,UNK
o,B,n,O,UNK,UNK
c,M,n,O,UNK,UNK
i,E,n,O,UNK,UNK
a,S,x,O,UNK,UNK
t,S,x,O,UNK,UNK
i,B,nr,O,UNK,UNK
o,M,nr,O,UNK,UNK
n,E,nr,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
/,B,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
E,M,nt,O,UNK,UNK
u,E,nt,O,UNK,UNK
r,B,b,O,UNK,UNK
o,E,b,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
G,S,nr,O,UNK,UNK
u,S,x,O,UNK,UNK
i,S,x,O,UNK,UNK
d,S,nr,O,UNK,UNK
e,S,x,O,UNK,UNK
l,B,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
e,E,nt,O,UNK,UNK
s,B,nr,O,UNK,UNK
SPACE,E,nr,O,UNK,UNK
f,B,n,O,UNK,UNK
o,E,n,O,UNK,UNK
r,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
t,B,nr,O,UNK,UNK
h,M,nr,O,UNK,UNK
e,E,nr,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
m,B,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
g,M,nt,O,UNK,UNK
e,E,nt,O,UNK,UNK
m,B,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,S,x,O,UNK,UNK
L,S,x,O,UNK,UNK
i,S,nr,O,UNK,UNK
u,S,x,O,UNK,UNK
SPACE,B,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,x,O,UNK,UNK
J,S,nr,O,UNK,UNK
i,S,x,O,UNK,UNK
a,B,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
g,M,nt,O,UNK,UNK
s,E,nt,O,UNK,UNK
u,B,nr,O,UNK,UNK
SPACE,E,nr,O,UNK,UNK
P,B,n,O,UNK,UNK
r,E,n,O,UNK,UNK
o,S,x,O,UNK,UNK
v,S,x,O,UNK,UNK
i,B,nr,O,UNK,UNK
n,M,nr,O,UNK,UNK
c,E,nr,O,UNK,UNK
e,S,x,O,UNK,UNK
SPACE,B,nt,O,UNK,UNK
H,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
s,M,nt,O,UNK,UNK
p,M,nt,O,UNK,UNK
i,E,nt,O,UNK,UNK
t,B,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
l,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
n,E,nt,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
I,S,x,O,UNK,UNK
n,S,j,O,UNK,UNK
t,S,x,O,UNK,UNK
e,S,x,O,UNK,UNK
g,S,nr,O,UNK,UNK
r,S,x,O,UNK,UNK
a,B,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,nr,O,UNK,UNK
N,S,x,O,UNK,UNK
a,B,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
j,M,nt,O,UNK,UNK
i,E,nt,O,UNK,UNK
n,B,nr,O,UNK,UNK
g,E,nr,O,UNK,UNK
SPACE,B,n,O,UNK,UNK
U,E,n,O,UNK,UNK
n,S,x,O,UNK,UNK
i,S,x,O,UNK,UNK
v,B,nr,O,UNK,UNK
e,M,nr,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,x,O,UNK,UNK
J,B,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
n,E,nt,O,UNK,UNK
g,B,nr,O,UNK,UNK
s,E,nr,O,UNK,UNK
u,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
B,S,x,O,UNK,UNK
r,S,x,O,UNK,UNK
a,B,nr,O,UNK,UNK
n,M,nr,O,UNK,UNK
c,E,nr,O,UNK,UNK
h,S,x,O,UNK,UNK
SPACE,B,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
f,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
C,M,nt,O,UNK,UNK
h,E,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,M,nt,O,UNK,UNK
E,E,nt,O,UNK,UNK
u,B,nr,O,UNK,UNK
r,E,nr,O,UNK,UNK
o,B,n,O,UNK,UNK
p,E,n,O,UNK,UNK
e,S,x,O,UNK,UNK
a,S,x,O,UNK,UNK
n,B,nr,O,UNK,UNK
SPACE,M,nr,O,UNK,UNK
T,E,nr,O,UNK,UNK
h,S,x,O,UNK,UNK
y,B,nt,O,UNK,UNK
r,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
SPACE,E,nt,O,UNK,UNK
A,B,nt,O,UNK,UNK
s,M,nt,O,UNK,UNK
s,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
c,M,nt,O,UNK,UNK
i,E,nt,O,UNK,UNK
a,S,x,O,UNK,UNK
t,S,x,O,UNK,UNK
i,S,j,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,E,nt,O,UNK,UNK
(,B,nr,O,UNK,UNK
E,E,nr,O,UNK,UNK
U,B,n,O,UNK,UNK
G,E,n,O,UNK,UNK
O,S,x,O,UNK,UNK
G,S,x,O,UNK,UNK
O,B,nr,O,UNK,UNK
),M,nr,O,UNK,UNK
SPACE,E,nr,O,UNK,UNK
p,S,x,O,UNK,UNK
u,B,nt,O,UNK,UNK
b,M,nt,O,UNK,UNK
l,M,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
s,M,nt,O,UNK,UNK
h,E,nt,O,UNK,UNK
e,B,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
g,E,nt,O,UNK,UNK
u,S,x,O,UNK,UNK
i,S,x,O,UNK,UNK
d,S,j,O,UNK,UNK
e,S,x,O,UNK,UNK
l,S,x,O,UNK,UNK
i,S,nr,O,UNK,UNK
n,S,x,O,UNK,UNK
e,B,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
f,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
r,M,nt,O,UNK,UNK
SPACE,E,nt,O,UNK,UNK
t,B,n,O,UNK,UNK
h,E,n,O,UNK,UNK
e,B,n,O,UNK,UNK
SPACE,M,n,O,UNK,UNK
m,E,n,O,UNK,UNK
a,S,x,O,UNK,UNK
n,S,x,O,UNK,UNK
a,B,nr,O,UNK,UNK
g,M,nr,O,UNK,UNK
e,E,nr,O,UNK,UNK
m,S,x,O,UNK,UNK
e,B,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
t,M,nt,O,UNK,UNK
SPACE,E,nt,O,UNK,UNK
o,B,b,O,UNK,UNK
f,E,b,O,UNK,UNK
SPACE,B,nt,O,UNK,UNK
G,M,nt,O,UNK,UNK
r,M,nt,O,UNK,UNK
a,E,nt,O,UNK,UNK
v,S,x,O,UNK,UNK
e,S,x,O,UNK,UNK
s,B,nr,O,UNK,UNK
忆,M,nr,O,忄,yì
SPACE,E,nr,O,UNK,UNK
o,S,x,O,UNK,UNK
r,B,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
SPACE,E,nr,O,UNK,UNK
t,B,n,O,UNK,UNK
h,E,n,O,UNK,UNK
e,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
g,B,nr,O,UNK,UNK
u,M,nr,O,UNK,UNK
i,E,nr,O,UNK,UNK
d,S,x,O,UNK,UNK
e,B,nt,O,UNK,UNK
l,M,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
SPACE,E,nt,O,UNK,UNK
p,B,nt,O,UNK,UNK
r,M,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
s,M,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,B,n,O,UNK,UNK
t,E,n,O,UNK,UNK
h,S,x,O,UNK,UNK
e,S,x,O,UNK,UNK
LB,B,nr,O,UNK,UNK
f,M,nr,O,UNK,UNK
i,E,nr,O,UNK,UNK
r,S,x,O,UNK,UNK
s,B,nt,O,UNK,UNK
t,M,nt,O,UNK,UNK
-,M,nt,O,UNK,UNK
l,M,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
n,E,nt,O,UNK,UNK
e,B,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
SPACE,E,nt,O,UNK,UNK
s,S,x,O,UNK,UNK
e,S,x,O,UNK,UNK
c,S,j,O,UNK,UNK
o,S,x,O,UNK,UNK
n,S,x,O,UNK,UNK
d,S,nr,O,UNK,UNK
-,S,x,O,UNK,UNK
l,B,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
t,E,nt,O,UNK,UNK
h,B,n,O,UNK,UNK
e,E,n,O,UNK,UNK
r,B,n,O,UNK,UNK
a,M,n,O,UNK,UNK
p,E,n,O,UNK,UNK
y,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
f,B,nr,O,UNK,UNK
o,M,nr,O,UNK,UNK
r,E,nr,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
m,B,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
e,E,nt,O,UNK,UNK
r,B,b,O,UNK,UNK
a,E,b,O,UNK,UNK
t,B,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
-,M,nt,O,UNK,UNK
t,E,nt,O,UNK,UNK
o,S,x,O,UNK,UNK
-,S,x,O,UNK,UNK
s,B,nr,O,UNK,UNK
e,M,nr,O,UNK,UNK
v,E,nr,O,UNK,UNK
e,S,x,O,UNK,UNK
r,B,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
d,E,nt,O,UNK,UNK
SPACE,B,m,O,UNK,UNK
a,E,m,O,UNK,UNK
c,B,n,O,UNK,UNK
t,E,n,O,UNK,UNK
i,B,n,O,UNK,UNK
v,E,n,O,UNK,UNK
e,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
G,B,nr,O,UNK,UNK
O,M,nr,O,UNK,UNK
SPACE,E,nr,O,UNK,UNK
a,S,x,O,UNK,UNK
n,B,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
t,M,nt,O,UNK,UNK
h,M,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
SPACE,E,nt,O,UNK,UNK
s,B,ns,O,UNK,UNK
u,E,ns,O,UNK,UNK
r,B,n,O,UNK,UNK
g,M,n,O,UNK,UNK
e,M,n,O,UNK,UNK
r,E,n,O,UNK,UNK
y,B,n,O,UNK,UNK
SPACE,E,n,O,UNK,UNK
f,S,x,O,UNK,UNK
o,S,x,O,UNK,UNK
r,B,nr,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,E,n,O,UNK,UNK
w,S,x,O,UNK,UNK
h,S,x,O,UNK,UNK
i,B,nr,O,UNK,UNK
c,M,nr,O,UNK,UNK
h,E,nr,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
a,B,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
p,M,nt,O,UNK,UNK
t,M,nt,O,UNK,UNK
s,E,nt,O,UNK,UNK
SPACE,B,nt,O,UNK,UNK
g,M,nt,O,UNK,UNK
r,M,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
d,M,nt,O,UNK,UNK
i,E,nt,O,UNK,UNK
n,S,x,O,UNK,UNK
g,S,x,O,UNK,UNK
SPACE,S,j,O,UNK,UNK
o,S,x,O,UNK,UNK
f,S,x,O,UNK,UNK
SPACE,S,nr,O,UNK,UNK
r,S,x,O,UNK,UNK
e,B,nt,O,UNK,UNK
c,M,nt,O,UNK,UNK
o,M,nt,O,UNK,UNK
m,M,nt,O,UNK,UNK
m,M,nt,O,UNK,UNK
e,E,nt,O,UNK,UNK
n,B,n,O,UNK,UNK
d,E,n,O,UNK,UNK
a,B,n,O,UNK,UNK
t,M,n,O,UNK,UNK
i,E,n,O,UNK,UNK
o,S,x,O,UNK,UNK
n,S,x,O,UNK,UNK
s,B,nr,O,UNK,UNK
SPACE,M,nr,O,UNK,UNK
a,E,nr,O,UNK,UNK
n,S,x,O,UNK,UNK
d,B,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
l,M,nt,O,UNK,UNK
e,E,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
r,S,x,O,UNK,UNK
e,B,nr,O,UNK,UNK
c,M,nr,O,UNK,UNK
e,E,nr,O,UNK,UNK
n,S,x,O,UNK,UNK
t,B,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
c,M,nt,O,UNK,UNK
l,M,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
n,E,nt,O,UNK,UNK
i,B,nt,O,UNK,UNK
c,M,nt,O,UNK,UNK
a,M,nt,O,UNK,UNK
l,M,nt,O,UNK,UNK
SPACE,M,nt,O,UNK,UNK
r,E,nt,O,UNK,UNK
a,S,x,O,UNK,UNK
n,S,x,O,UNK,UNK
