word,bounds,flag,label,radical,pinyin
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
num,B,m,O,UNK,UNK
num,E,m,O,UNK,UNK
岁,S,m,O,山,suì
以,B,f,O,人,yǐ
上,E,f,O,一,shàng
人,B,n,O,人,rén
口,E,n,O,口,kǒu
的,S,uj,O,白,dí
num,S,m,B-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
的,S,uj,O,白,dí
患,B,n,O,心,huàn
病,M,n,O,疒,bìng
率,E,n,O,玄,shuài
已,B,d,O,己,yǐ
经,E,d,O,纟,jīng
达,S,v,O,辶,dá
LB,S,x,O,UNK,UNK
到,S,v,O,刂,dào
sep,sep,sep,sep,sep,sep
num,E,ns,O,UNK,UNK
.,B,m,O,UNK,UNK
num,E,m,O,UNK,UNK
%,S,m,O,UNK,UNK
。,B,f,O,UNK,UNK
传,E,f,O,亻,chuán
统,B,n,O,纟,tǒng
降,E,n,O,阝,jiàng
糖,S,uj,O,米,táng
药,S,m,B-Disease,艹,yào
物,S,k,I-Disease,牜,wù
在,B,n,I-Disease,土,zài
num,M,n,I-Disease,UNK,UNK
型,E,n,I-Disease,土,xíng
糖,S,uj,O,米,táng
尿,B,n,O,尸,niào
病,M,n,O,疒,bìng
的,E,n,O,白,dí
防,B,d,O,阝,fáng
治,E,d,O,氵,zhì
中,S,v,O,丨,zhōng
发,S,x,O,又,fā
挥,S,v,O,扌,huī
了,B,m,O,乙,liǎo
LB,M,m,O,UNK,UNK
重,E,m,O,里,zhòng
要,S,x,O,覀,yào
作,S,x,O,亻,zuò
用,B,n,O,用,yòng
sep,sep,sep,sep,sep,sep
但,B,m,O,亻,dàn
仍,E,m,O,亻,réng
存,S,m,O,子,cún
在,B,f,O,土,zài
低,E,f,O,亻,dī
血,B,n,O,血,xiě
糖,E,n,O,米,táng
、,S,uj,O,UNK,UNK
体,S,m,B-Disease,亻,tǐ
重,S,k,I-Disease,里,zhòng
增,B,n,I-Disease,土,zēng
加,M,n,I-Disease,力,jiā
、,E,n,I-Disease,UNK,UNK
增,S,uj,O,土,zēng
加,B,n,O,力,jiā
心,M,n,O,心,xīn
血,E,n,O,血,xiě
管,B,d,O,竹,guǎn
LB,E,d,O,UNK,UNK
风,S,v,O,风,fēng
险,S,x,O,阝,xiǎn
以,S,v,O,人,yǐ
及,B,m,O,又,jí
药,M,m,O,艹,yào
物,E,m,O,牜,wù
继,S,x,O,纟,jì
发,S,x,O,又,fā
失,B,n,O,大,shī
效,E,n,O,攵,xiào
使,B,n,B-Reason,亻,shǐ
血,M,n,I-Reason,血,xiě
糖,E,n,I-Reason,米,táng
控,S,ng,I-Reason,扌,kòng
制,S,p,O,刂,zhì
进,S,m,B-Disease,辶,jìn
行,S,k,I-Disease,行,háng
性,B,n,I-Disease,忄,xìng
恶,M,n,I-Disease,心,è
化,E,n,I-Disease,亻,huà
等,S,uj,O,竹,děng
局,B,v,O,尸,jú
限,E,v,O,阝,xiàn
LB,S,f,O,UNK,UNK
sep,sep,sep,sep,sep,sep
二,E,m,O,二,èr
肽,S,m,O,月,tài
基,B,f,O,土,jī
肽,E,f,O,月,tài
酶,B,n,O,酉,méi
-,E,n,O,UNK,UNK
num,S,uj,O,UNK,UNK
SPACE,S,m,B-Disease,UNK,UNK
(,S,k,I-Disease,UNK,UNK
d,B,n,I-Disease,UNK,UNK
i,M,n,I-Disease,UNK,UNK
p,E,n,I-Disease,UNK,UNK
e,S,uj,O,UNK,UNK
p,B,n,O,UNK,UNK
t,M,n,O,UNK,UNK
i,E,n,O,UNK,UNK
d,B,d,O,UNK,UNK
y,E,d,O,UNK,UNK
l,S,v,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
p,S,v,O,UNK,UNK
e,B,m,O,UNK,UNK
p,M,m,O,UNK,UNK
t,E,m,O,UNK,UNK
i,S,x,O,UNK,UNK
d,S,x,O,UNK,UNK
a,B,n,O,UNK,UNK
s,E,n,O,UNK,UNK
e,B,n,B-Reason,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,m,O,UNK,UNK
D,B,f,O,UNK,UNK
P,E,f,O,UNK,UNK
P,B,n,O,UNK,UNK
-,E,n,O,UNK,UNK
num,S,uj,O,UNK,UNK
),S,m,B-Disease,UNK,UNK
抑,S,k,I-Disease,扌,yì
LB,B,n,I-Disease,UNK,UNK
制,M,n,I-Disease,刂,zhì
剂,E,n,I-Disease,刂,jì
是,S,uj,O,日,shì
近,B,n,O,辶,jìn
年,M,n,O,干,nián
研,E,n,O,石,yán
发,B,d,O,又,fā
的,E,d,O,白,dí
口,S,v,O,口,kǒu
服,S,x,O,月,fú
sep,sep,sep,sep,sep,sep
因,B,f,O,囗,yīn
作,E,f,O,亻,zuò
用,B,n,O,用,yòng
机,E,n,O,木,jī
制,S,uj,O,刂,zhì
独,S,m,B-Disease,犭,dú
特,S,k,I-Disease,牜,tè
、,B,n,I-Disease,UNK,UNK
疗,M,n,I-Disease,疒,liáo
LB,E,n,I-Disease,UNK,UNK
效,S,uj,O,攵,xiào
确,B,n,O,石,què
定,M,n,O,宀,dìng
、,E,n,O,UNK,UNK
低,B,d,O,亻,dī
血,E,d,O,血,xiě
糖,S,v,O,米,táng
发,S,x,O,又,fā
生,S,v,O,生,shēng
率,B,m,O,玄,shuài
少,M,m,O,小,shǎo
、,E,m,O,UNK,UNK
对,S,x,O,寸,duì
体,S,x,O,亻,tǐ
重,B,n,O,里,zhòng
中,E,n,O,丨,zhōng
性,B,n,B-Reason,忄,xìng
作,M,n,I-Reason,亻,zuò
用,E,n,I-Reason,用,yòng
或,S,ng,I-Reason,戈,huò
轻,S,p,O,车,qīng
度,S,m,B-Disease,广,dù
降,S,k,I-Disease,阝,jiàng
LB,B,n,I-Disease,UNK,UNK
低,M,n,I-Disease,亻,dī
、,E,n,I-Disease,UNK,UNK
心,S,uj,O,心,xīn
血,B,v,O,血,xiě
管,E,v,O,竹,guǎn
安,S,f,O,宀,ān
全,B,v,O,入,quán
性,E,v,O,忄,xìng
良,S,ul,O,艮,liáng
好,S,x,O,女,hǎo
等,B,a,O,竹,děng
特,E,a,O,牜,tè
点,B,v,O,灬,diǎn
受,E,v,O,又,shòu
到,S,x,O,刂,dào
sep,sep,sep,sep,sep,sep
临,E,f,O,丨,lín
床,B,n,O,广,chuáng
应,E,n,O,广,yīng
LB,S,uj,O,UNK,UNK
用,S,m,B-Disease,用,yòng
sep,sep,sep,sep,sep,sep
D,B,n,O,UNK,UNK
P,E,n,O,UNK,UNK
P,S,uj,O,UNK,UNK
-,S,m,B-Disease,UNK,UNK
num,S,k,I-Disease,UNK,UNK
抑,B,n,I-Disease,扌,yì
制,M,n,I-Disease,刂,zhì
剂,E,n,I-Disease,刂,jì
减,S,uj,O,冫,jiǎn
少,B,n,O,小,shǎo
体,M,n,O,亻,tǐ
内,E,n,O,冂,nèi
胰,B,d,O,月,yí
高,E,d,O,高,gāo
血,S,v,O,血,xiě
糖,S,x,O,米,táng
素,S,v,O,糸,sù
样,B,m,O,木,yàng
LB,M,m,O,UNK,UNK
肽,E,m,O,月,tài
-,S,x,O,UNK,UNK
num,S,x,O,UNK,UNK
(,B,n,O,UNK,UNK
g,E,n,O,UNK,UNK
l,B,n,B-Reason,UNK,UNK
u,M,n,I-Reason,UNK,UNK
c,E,n,I-Reason,UNK,UNK
a,S,ng,I-Reason,UNK,UNK
g,S,p,O,UNK,UNK
o,S,m,B-Disease,UNK,UNK
n,S,k,I-Disease,UNK,UNK
-,B,n,I-Disease,UNK,UNK
l,M,n,I-Disease,UNK,UNK
i,E,n,I-Disease,UNK,UNK
k,S,uj,O,UNK,UNK
e,B,v,O,UNK,UNK
SPACE,E,v,O,UNK,UNK
p,S,f,O,UNK,UNK
e,B,v,O,UNK,UNK
p,E,v,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,E,n,O,UNK,UNK
G,S,uj,O,UNK,UNK
L,S,m,B-Disease,UNK,UNK
P,S,k,I-Disease,UNK,UNK
-,B,n,I-Disease,UNK,UNK
num,M,n,I-Disease,UNK,UNK
),E,n,I-Disease,UNK,UNK
降,S,uj,O,阝,jiàng
解,B,n,O,角,jiě
而,M,n,O,而,ér
增,E,n,O,土,zēng
加,B,d,O,力,jiā
循,E,d,O,彳,xún
环,S,v,O,王,huán
LB,S,x,O,UNK,UNK
G,S,v,O,UNK,UNK
L,B,m,O,UNK,UNK
P,M,m,O,UNK,UNK
-,E,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
G,S,uj,O,UNK,UNK
L,S,m,B-Disease,UNK,UNK
P,S,k,I-Disease,UNK,UNK
-,B,n,I-Disease,UNK,UNK
num,M,n,I-Disease,UNK,UNK
通,E,n,I-Disease,辶,tōng
过,S,uj,O,辶,guò
血,B,n,O,血,xiě
糖,M,n,O,米,táng
依,E,n,O,亻,yī
赖,B,d,O,贝,lài
性,E,d,O,忄,xìng
刺,S,v,O,刂,cì
激,S,x,O,氵,jī
胰,S,v,O,月,yí
岛,B,m,O,山,dǎo
β,M,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
抑,S,m,B-Disease,扌,yì
制,S,k,I-Disease,刂,zhì
胰,B,n,I-Disease,月,yí
岛,M,n,I-Disease,山,dǎo
α,E,n,I-Disease,UNK,UNK
细,S,uj,O,纟,xì
胞,B,n,O,月,bāo
分,M,n,O,刀,fēn
泌,E,n,O,氵,mì
胰,B,d,O,月,yí
高,E,d,O,高,gāo
血,S,v,O,血,xiě
糖,S,x,O,米,táng
素,S,v,O,糸,sù
而,B,m,O,而,ér
LB,M,m,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,k,I-Disease,UNK,UNK
国,B,n,I-Disease,囗,guó
内,M,n,I-Disease,冂,nèi
批,E,n,I-Disease,扌,pī
准,S,uj,O,冫,zhǔn
临,B,n,O,丨,lín
床,M,n,O,广,chuáng
应,E,n,O,广,yīng
用,B,d,O,用,yòng
的,E,d,O,白,dí
D,S,v,O,UNK,UNK
sep,sep,sep,sep,sep,sep
包,B,n,I-Disease,勹,bāo
括,M,n,I-Disease,扌,kuò
LB,E,n,I-Disease,UNK,UNK
西,S,uj,O,覀,xī
格,B,n,O,木,gé
列,M,n,O,刂,liè
汀,E,n,O,氵,tīng
(,B,d,O,UNK,UNK
s,E,d,O,UNK,UNK
i,S,v,O,UNK,UNK
t,S,x,O,UNK,UNK
a,S,v,O,UNK,UNK
g,B,m,O,UNK,UNK
l,M,m,O,UNK,UNK
i,E,m,O,UNK,UNK
p,S,x,O,UNK,UNK
t,S,x,O,UNK,UNK
i,B,n,O,UNK,UNK
n,E,n,O,UNK,UNK
),B,n,B-Reason,UNK,UNK
、,M,n,I-Reason,UNK,UNK
沙,E,n,I-Reason,氵,shā
格,S,ng,I-Reason,木,gé
列,S,p,O,刂,liè
汀,S,m,B-Disease,氵,tīng
(,S,k,I-Disease,UNK,UNK
s,B,n,I-Disease,UNK,UNK
a,M,n,I-Disease,UNK,UNK
x,E,n,I-Disease,UNK,UNK
a,S,uj,O,UNK,UNK
g,B,v,O,UNK,UNK
l,E,v,O,UNK,UNK
i,S,f,O,UNK,UNK
p,B,v,O,UNK,UNK
t,E,v,O,UNK,UNK
i,S,ul,O,UNK,UNK
n,S,x,O,UNK,UNK
),B,a,O,UNK,UNK
、,E,a,O,UNK,UNK
维,B,v,O,纟,wéi
格,E,v,O,木,gé
LB,S,x,O,UNK,UNK
列,S,c,O,刂,liè
汀,S,d,O,氵,tīng
(,B,v,O,UNK,UNK
v,E,v,O,UNK,UNK
i,B,n,B-Symptom,UNK,UNK
l,M,n,I-Symptom,UNK,UNK
d,E,n,I-Symptom,UNK,UNK
a,S,x,O,UNK,UNK
g,B,nr,B-Symptom,UNK,UNK
l,M,nr,I-Symptom,UNK,UNK
i,M,nr,I-Symptom,UNK,UNK
p,E,nr,I-Symptom,UNK,UNK
t,S,x,O,UNK,UNK
i,B,v,O,UNK,UNK
n,E,v,O,UNK,UNK
),B,n,B-Disease,UNK,UNK
、,M,n,I-Disease,UNK,UNK
阿,E,n,I-Disease,阝,ā
格,S,x,I-Disease,木,gé
列,B,n,I-Disease,刂,liè
汀,E,n,I-Disease,氵,tīng
(,B,c,O,UNK,UNK
a,E,c,O,UNK,UNK
l,B,n,B-Reason,UNK,UNK
o,E,n,I-Reason,UNK,UNK
g,B,v,I-Reason,UNK,UNK
l,E,v,I-Reason,UNK,UNK
i,B,a,I-Reason,UNK,UNK
p,E,a,I-Reason,UNK,UNK
t,S,v,O,UNK,UNK
i,B,n,O,UNK,UNK
n,E,n,B-Symptom,UNK,UNK
),B,v,I-Symptom,UNK,UNK
、,E,v,I-Symptom,UNK,UNK
利,B,n,I-Symptom,刂,lì
格,M,n,I-Symptom,木,gé
列,E,n,I-Symptom,刂,liè
汀,B,v,I-Symptom,氵,tīng
LB,E,v,I-Symptom,UNK,UNK
(,S,u,O,UNK,UNK
l,B,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
虽,M,n,I-Disease,虫,suī
然,E,n,I-Disease,灬,rán
不,S,uj,O,一,bù
同,B,n,O,口,tóng
的,M,n,O,白,dí
D,E,n,O,UNK,UNK
P,B,d,O,UNK,UNK
P,E,d,O,UNK,UNK
-,S,v,O,UNK,UNK
num,S,x,O,UNK,UNK
抑,S,v,O,扌,yì
制,B,m,O,刂,zhì
剂,M,m,O,刂,jì
在,E,m,O,土,zài
结,S,x,O,纟,jié
构,S,x,O,木,gòu
和,B,n,O,口,hé
药,E,n,O,艹,yào
物,B,n,B-Reason,牜,wù
LB,M,n,I-Reason,UNK,UNK
sep,sep,sep,sep,sep,sep
但,E,n,I-Disease,亻,dàn
是,S,uj,O,日,shì
所,B,n,O,户,suǒ
有,M,n,O,月,yǒu
D,E,n,O,UNK,UNK
P,B,d,O,UNK,UNK
P,E,d,O,UNK,UNK
-,S,v,O,UNK,UNK
num,S,x,O,UNK,UNK
抑,S,v,O,扌,yì
制,B,m,O,刂,zhì
剂,M,m,O,刂,jì
LB,E,m,O,UNK,UNK
均,S,x,O,土,jūn
显,S,x,O,日,xiǎn
示,B,n,O,示,shì
出,E,n,O,凵,chū
相,B,n,B-Reason,目,xiāng
sep,sep,sep,sep,sep,sep
num,S,uj,O,UNK,UNK
.,B,n,O,UNK,UNK
num,M,n,O,UNK,UNK
%,E,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,B,n,O,UNK,UNK
由,M,n,O,田,yóu
于,E,n,O,二,yú
各,B,d,O,口,gè
种,E,d,O,禾,zhǒng
药,S,v,O,艹,yào
物,S,x,O,牜,wù
说,S,v,O,讠,shuō
sep,sep,sep,sep,sep,sep
而,M,n,O,而,ér
且,E,n,O,一,qiě
中,B,d,O,丨,zhōng
国,E,d,O,囗,guó
sep,sep,sep,sep,sep,sep
LB,E,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
本,S,v,O,木,běn
共,S,x,O,八,gòng
识,S,v,O,讠,shí
基,B,m,O,土,jī
于,M,m,O,二,yú
国,E,m,O,囗,guó
内,S,x,O,冂,nèi
外,S,x,O,夕,wài
药,B,n,O,艹,yào
物,E,n,O,牜,wù
说,B,n,B-Reason,讠,shuō
LB,M,n,I-Reason,UNK,UNK
明,E,n,I-Reason,日,míng
书,S,ng,I-Reason,乙,shū
、,S,p,O,UNK,UNK
临,S,m,B-Disease,丨,lín
床,S,k,I-Disease,广,chuáng
sep,sep,sep,sep,sep,sep
对,S,x,O,寸,duì
可,S,v,O,口,kě
能,B,m,O,月,néng
出,M,m,O,凵,chū
现,E,m,O,见,xiàn
的,S,x,O,白,dí
超,S,x,O,走,chāo
药,B,n,O,艹,yào
物,E,n,O,牜,wù
说,B,n,B-Reason,讠,shuō
明,M,n,I-Reason,日,míng
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
又,B,m,O,又,yòu
称,M,m,O,禾,chēng
为,E,m,O,丶,wéi
“,S,x,O,UNK,UNK
药,S,x,O,艹,yào
品,B,n,O,口,pǐn
未,E,n,O,木,wèi
注,B,n,B-Reason,氵,zhù
册,M,n,I-Reason,丿,cè
用,E,n,I-Reason,用,yòng
法,S,ng,I-Reason,氵,fǎ
”,S,p,O,UNK,UNK
LB,S,m,B-Disease,UNK,UNK
或,S,k,I-Disease,戈,huò
“,B,n,I-Disease,UNK,UNK
药,M,n,I-Disease,艹,yào
品,E,n,I-Disease,口,pǐn
说,S,uj,O,讠,shuō
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
o,E,m,O,UNK,UNK
u,S,x,O,UNK,UNK
t,S,x,O,UNK,UNK
-,B,n,O,UNK,UNK
o,E,n,O,UNK,UNK
f,B,n,B-Reason,UNK,UNK
SPACE,M,n,I-Reason,UNK,UNK
l,E,n,I-Reason,UNK,UNK
a,S,ng,I-Reason,UNK,UNK
b,S,p,O,UNK,UNK
e,S,m,B-Disease,UNK,UNK
l,S,k,I-Disease,UNK,UNK
SPACE,B,n,I-Disease,UNK,UNK
u,M,n,I-Disease,UNK,UNK
s,E,n,I-Disease,UNK,UNK
a,S,uj,O,UNK,UNK
g,B,v,O,UNK,UNK
e,E,v,O,UNK,UNK
SPACE,S,f,O,UNK,UNK
o,B,v,O,UNK,UNK
r,E,v,O,UNK,UNK
SPACE,S,ul,O,UNK,UNK
o,S,x,O,UNK,UNK
u,B,a,O,UNK,UNK
t,E,a,O,UNK,UNK
s,B,v,O,UNK,UNK
i,E,v,O,UNK,UNK
d,S,x,O,UNK,UNK
e,S,c,O,UNK,UNK
SPACE,S,d,O,UNK,UNK
o,B,v,O,UNK,UNK
f,E,v,O,UNK,UNK
SPACE,B,n,B-Symptom,UNK,UNK
l,M,n,I-Symptom,UNK,UNK
a,E,n,I-Symptom,UNK,UNK
b,S,x,O,UNK,UNK
e,B,nr,B-Symptom,UNK,UNK
l,M,nr,I-Symptom,UNK,UNK
i,M,nr,I-Symptom,UNK,UNK
n,E,nr,I-Symptom,UNK,UNK
g,S,x,O,UNK,UNK
),B,v,O,UNK,UNK
是,E,v,O,日,shì
LB,B,n,B-Disease,UNK,UNK
指,M,n,I-Disease,扌,zhǐ
药,E,n,I-Disease,艹,yào
品,S,x,I-Disease,口,pǐn
使,B,n,I-Disease,亻,shǐ
用,E,n,I-Disease,用,yòng
的,B,c,O,白,dí
适,E,c,O,辶,shì
应,B,n,B-Reason,广,yīng
证,E,n,I-Reason,讠,zhèng
、,B,v,I-Reason,UNK,UNK
给,E,v,I-Reason,纟,gěi
药,B,a,I-Reason,艹,yào
方,E,a,I-Reason,方,fāng
法,S,v,O,氵,fǎ
、,B,n,O,UNK,UNK
剂,E,n,B-Symptom,刂,jì
量,B,v,I-Symptom,里,liáng
或,E,v,I-Symptom,戈,huò
给,B,n,I-Symptom,纟,gěi
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
存,E,n,O,子,cún
在,B,n,B-Reason,土,zài
超,M,n,I-Reason,走,chāo
药,E,n,I-Reason,艹,yào
物,S,ng,I-Reason,牜,wù
说,S,p,O,讠,shuō
明,S,m,B-Disease,日,míng
书,S,k,I-Disease,乙,shū
用,B,n,I-Disease,用,yòng
法,M,n,I-Disease,氵,fǎ
的,E,n,I-Disease,白,dí
主,S,uj,O,丶,zhǔ
要,B,v,O,覀,yào
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
超,M,n,I-Reason,走,chāo
LB,E,n,I-Reason,UNK,UNK
药,S,ng,I-Reason,艹,yào
物,S,p,O,牜,wù
说,S,m,B-Disease,讠,shuō
明,S,k,I-Disease,日,míng
书,B,n,I-Disease,乙,shū
用,M,n,I-Disease,用,yòng
法,E,n,I-Disease,氵,fǎ
不,S,uj,O,一,bù
是,B,v,O,日,shì
“,E,v,O,UNK,UNK
试,S,f,O,讠,shì
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
在,S,p,O,土,zài
具,S,m,B-Disease,八,jù
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
LB,S,k,I-Disease,UNK,UNK
D,B,n,I-Disease,UNK,UNK
P,M,n,I-Disease,UNK,UNK
P,E,n,I-Disease,UNK,UNK
-,S,uj,O,UNK,UNK
num,B,v,O,UNK,UNK
抑,E,v,O,扌,yì
制,S,f,O,刂,zhì
剂,B,v,O,刂,jì
的,E,v,O,白,dí
适,S,ul,O,辶,shì
应,S,x,O,广,yīng
证,B,a,O,讠,zhèng
和,E,a,O,口,hé
超,B,v,O,走,chāo
药,E,v,O,艹,yào
物,S,x,O,牜,wù
说,S,c,O,讠,shuō
明,S,d,O,日,míng
书,B,v,O,乙,shū
用,E,v,O,用,yòng
法,B,n,B-Symptom,氵,fǎ
LB,M,n,I-Symptom,UNK,UNK
中,E,n,I-Symptom,丨,zhōng
国,S,x,O,囗,guó
批,B,nr,B-Symptom,扌,pī
准,M,nr,I-Symptom,冫,zhǔn
的,M,nr,I-Symptom,白,dí
各,E,nr,I-Symptom,口,gè
种,S,x,O,禾,zhǒng
D,B,v,O,UNK,UNK
P,E,v,O,UNK,UNK
P,B,n,B-Disease,UNK,UNK
-,M,n,I-Disease,UNK,UNK
num,E,n,I-Disease,UNK,UNK
抑,S,x,I-Disease,扌,yì
制,B,n,I-Disease,刂,zhì
剂,E,n,I-Disease,刂,jì
的,B,c,O,白,dí
说,E,c,O,讠,shuō
明,B,n,B-Reason,日,míng
书,E,n,I-Reason,乙,shū
的,B,v,I-Reason,白,dí
适,E,v,I-Reason,辶,shì
应,B,a,I-Reason,广,yīng
证,E,a,I-Reason,讠,zhèng
LB,S,v,O,UNK,UNK
为,B,n,O,丶,wéi
num,E,n,B-Symptom,UNK,UNK
型,B,v,I-Symptom,土,xíng
糖,E,v,I-Symptom,米,táng
尿,B,n,I-Symptom,尸,niào
病,M,n,I-Symptom,疒,bìng
患,E,n,I-Symptom,心,huàn
者,B,v,I-Symptom,耂,zhě
饮,E,v,I-Symptom,饣,yǐn
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
用,S,uj,O,用,yòng
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
用,E,v,O,用,yòng
于,S,ul,O,二,yú
改,S,x,O,攵,gǎi
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
可,S,d,O,口,kě
用,B,v,O,用,yòng
于,E,v,O,二,yú
成,B,n,B-Symptom,戈,chéng
年,M,n,I-Symptom,干,nián
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
