word,bounds,flag,label,radical,pinyin
《,S,x,O,UNK,UNK
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
高,B,n,B-Disease,高,gāo
尿,M,n,I-Disease,尸,niào
酸,E,n,I-Disease,酉,suān
血,B,n,I-Disease,血,xiě
症,E,n,I-Disease,疒,zhèng
相,B,v,O,目,xiāng
关,E,v,O,丷,guān
疾,B,n,O,疒,jí
病,E,n,O,疒,bìng
诊,B,v,O,讠,zhěn
疗,E,v,O,疒,liáo
LB,S,x,O,UNK,UNK
多,S,m,O,夕,duō
学,B,n,O,子,xué
科,E,n,O,禾,kē
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
共,B,n,O,八,gòng
识,E,n,O,讠,shí
》,S,x,O,UNK,UNK
解,B,v,O,角,jiě
读,E,v,O,讠,dú
LB,S,x,O,UNK,UNK
口,S,n,O,口,kǒu
J,B,eng,O,UNK,UNK
num,M,eng,O,UNK,UNK
num,E,eng,O,UNK,UNK
北,S,ns,O,匕,běi
医,B,n,O,匚,yī
学,M,n,O,子,xué
院,E,n,O,阝,yuàn
附,B,b,O,阝,fù
属,E,b,O,尸,shǔ
医,B,n,O,匚,yī
院,E,n,O,阝,yuàn
周,B,ns,O,口,zhōu
京,M,ns,O,亠,jīng
国,E,ns,O,囗,guó
LB,S,x,O,UNK,UNK
高,B,n,B-Disease,高,gāo
尿,M,n,I-Disease,尸,niào
酸,E,n,I-Disease,酉,suān
.,S,m,O,UNK,UNK
f,B,eng,O,UNK,UNK
i,M,eng,O,UNK,UNK
t,E,eng,O,UNK,UNK
症,S,n,O,疒,zhèng
(,S,x,B-Disease,UNK,UNK
H,B,eng,I-Disease,UNK,UNK
U,M,eng,I-Disease,UNK,UNK
A,E,eng,I-Disease,UNK,UNK
),S,x,O,UNK,UNK
的,S,uj,O,白,dí
流,B,v,O,氵,liú
行,E,v,O,行,háng
总,B,n,O,心,zǒng
体,E,n,O,亻,tǐ
呈,B,v,O,口,chéng
现,E,v,O,见,xiàn
逐,B,d,O,辶,zhú
年,E,d,O,干,nián
升,B,v,O,十,shēng
高,E,v,O,高,gāo
的,S,uj,O,白,dí
趋,B,n,O,走,qū
势,E,n,O,力,shì
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
常,B,ns,O,巾,cháng
LB,E,ns,O,UNK,UNK
’,B,n,B-Disease,UNK,UNK
与,M,n,I-Disease,一,yǔ
高,E,n,I-Disease,高,gāo
血,B,n,I-Disease,血,xiě
压,E,n,I-Disease,厂,yā
、,B,v,O,UNK,UNK
高,E,v,O,高,gāo
脂,B,n,O,月,zhī
血,E,n,O,血,xiě
症,B,v,O,疒,zhèng
、,E,v,O,UNK,UNK
num,S,x,O,UNK,UNK
型,S,m,O,土,xíng
糖,B,n,O,米,táng
尿,E,n,O,尸,niào
病,B,n,O,疒,bìng
、,E,n,O,UNK,UNK
肥,B,n,O,月,féi
胖,E,n,O,月,pàng
、,S,x,O,UNK,UNK
胰,B,v,O,月,yí
岛,E,v,O,山,dǎo
