word,bounds,flag,label,radical,pinyin
临,B,vn,O,丨,lín
床,E,vn,O,广,chuáng
应,B,v,O,广,yīng
用,E,v,O,用,yòng
快,B,d,O,忄,kuài
速,E,d,O,辶,sù
建,B,n,O,廴,jiàn
议,E,n,O,讠,yì
指,B,n,O,扌,zhǐ
南,E,n,O,十,nán
项,B,n,O,页,xiàng
目,M,n,O,目,mù
组,E,n,O,纟,zǔ
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
在,E,vn,O,土,zài
母,B,v,O,母,mǔ
义,E,v,O,丶,yì
明,B,d,O,日,míng
教,E,d,O,攵,jiào
授,B,n,O,扌,shòu
和,E,n,O,口,hé
北,B,n,O,匕,běi
京,E,n,O,亠,jīng
大,B,n,O,大,dà
学,M,n,O,子,xué
第,E,n,O,竹,dì
三,S,x,O,一,sān
医,S,p,O,匚,yī
院,B,nr,O,阝,yuàn
翟,M,nr,O,羽,dí
所,E,nr,O,户,suǒ
迪,B,n,O,辶,dí
教,E,n,O,攵,jiào
授,S,c,O,扌,shòu
等,B,nt,O,竹,děng
的,M,nt,O,白,dí
指,M,nt,O,扌,zhǐ
导,M,nt,O,寸,dǎo
下,M,nt,O,一,xià
sep,sep,sep,sep,sep,sep
项,B,v,O,页,xiàng
目,E,v,O,目,mù
组,B,d,O,纟,zǔ
专,E,d,O,一,zhuān
家,B,n,O,宀,jiā
根,E,n,O,木,gēn
据,B,n,O,扌,jù
num,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
num,M,n,O,UNK,UNK
num,E,n,O,UNK,UNK
LB,S,x,O,UNK,UNK
年,S,p,O,干,nián
(,B,nr,O,UNK,UNK
(,M,nr,O,UNK,UNK
世,E,nr,O,一,shì
界,B,n,O,田,jiè
卫,E,n,O,卩,wèi
生,S,c,O,生,shēng
组,B,nt,O,纟,zǔ
织,M,nt,O,纟,zhī
指,M,nt,O,扌,zhǐ
南,M,nt,O,十,nán
制,M,nt,O,刂,zhì
定,M,nt,O,宀,dìng
手,M,nt,O,手,shǒu
册,E,nt,O,丿,cè
sep,sep,sep,sep,sep,sep
收,E,v,O,攵,shōu
集,B,d,O,隹,jí
num,E,d,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
份,B,n,O,亻,fèn
针,E,n,O,钅,zhēn
对,B,n,O,寸,duì
临,M,n,O,丨,lín
床,E,n,O,广,chuáng
医,S,x,O,匚,yī
务,S,p,O,力,wù
工,B,nr,O,工,gōng
作,M,nr,O,亻,zuò
者,E,nr,O,耂,zhě
和,B,n,O,口,hé
患,E,n,O,心,huàn
者,S,c,O,耂,zhě
的,B,nt,O,白,dí
调,M,nt,O,讠,tiáo
查,M,nt,O,木,chá
sep,sep,sep,sep,sep,sep
确,B,d,O,石,què
定,E,d,O,宀,dìng
指,B,n,O,扌,zhǐ
南,E,n,O,十,nán
着,B,n,O,目,zhuó
重,E,n,O,里,zhòng
关,B,n,O,丷,guān
注,M,n,O,氵,zhù
的,E,n,O,白,dí
临,S,x,O,丨,lín
床,S,p,O,广,chuáng
LB,B,nr,O,UNK,UNK
问,M,nr,O,门,wèn
题,E,nr,O,页,tí
及,B,n,O,又,jí
结,E,n,O,纟,jié
sep,sep,sep,sep,sep,sep
形,E,d,O,彡,xíng
成,B,n,O,戈,chéng
非,E,n,O,非,fēi
常,B,n,O,巾,cháng
具,E,n,O,八,jù
临,B,n,O,丨,lín
床,M,n,O,广,chuáng
实,E,n,O,宀,shí
践,S,x,O,足,jiàn
意,S,p,O,心,yì
义,B,nr,O,丶,yì
、,M,nr,O,UNK,UNK
并,E,nr,O,干,bìng
能,B,n,O,月,néng
较,E,n,O,车,jiào
好,S,c,O,女,hǎo
体,B,nt,O,亻,tǐ
现,M,nt,O,见,xiàn
患,M,nt,O,心,huàn
者,M,nt,O,耂,zhě
价,M,nt,O,亻,jià
值,M,nt,O,亻,zhí
观,M,nt,O,见,guān
及,E,nt,O,又,jí
偏,B,nr,O,亻,piān
好,M,nr,O,女,hǎo
的,E,nr,O,白,dí
sep,sep,sep,sep,sep,sep
在,B,n,O,土,zài
num,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,B,n,O,UNK,UNK
年,M,n,O,干,nián
中,E,n,O,丨,zhōng
华,S,x,O,十,huá
医,S,p,O,匚,yī
学,B,nr,O,子,xué
会,M,nr,O,人,huì
LB,E,nr,O,UNK,UNK
糖,B,n,O,米,táng
尿,E,n,O,尸,niào
病,S,c,O,疒,bìng
学,B,nt,O,子,xué
sep,sep,sep,sep,sep,sep
母,E,n,O,母,mǔ
义,B,n,O,丶,yì
明,E,n,O,日,míng
教,B,n,O,攵,jiào
授,M,n,O,扌,shòu
专,E,n,O,一,zhuān
门,S,x,O,门,mén
对,S,p,O,寸,duì
该,B,nr,O,讠,gāi
sep,sep,sep,sep,sep,sep
该,B,n,O,讠,gāi
快,E,n,O,忄,kuài
速,B,n,O,辶,sù
建,M,n,O,廴,jiàn
议,E,n,O,讠,yì
指,S,x,O,扌,zhǐ
南,S,p,O,十,nán
的,B,nr,O,白,dí
一,M,nr,O,一,yī
大,E,nr,O,大,dà
特,B,n,O,牜,tè
点,E,n,O,灬,diǎn
就,S,c,O,尢,jiù
是,B,nt,O,日,shì
用,M,nt,O,用,yòng
非,M,nt,O,非,fēi
常,M,nt,O,巾,cháng
简,M,nt,O,竹,jiǎn
明,M,nt,O,日,míng
直,M,nt,O,目,zhí
接,E,nt,O,扌,jiē
的,B,nr,O,白,dí
形,M,nr,O,彡,xíng
LB,E,nr,O,UNK,UNK
式,B,n,O,弋,shì
来,E,n,O,木,lái
回,S,u,O,囗,huí
答,S,uj,O,竹,dá
临,B,n,O,丨,lín
床,E,n,O,广,chuáng
医,S,f,O,匚,yī
生,S,x,O,生,shēng
和,B,n,O,口,hé
患,M,n,O,心,huàn
者,E,n,O,耂,zhě
sep,sep,sep,sep,sep,sep
据,E,n,O,扌,jù
悉,B,n,O,心,xī
",",M,n,O,UNK,UNK
该,E,n,O,讠,gāi
指,S,x,O,扌,zhǐ
南,S,p,O,十,nán
将,B,nr,O,寸,jiāng
于,M,nr,O,二,yú
num,E,nr,O,UNK,UNK
num,B,n,O,UNK,UNK
num,E,n,O,UNK,UNK
num,S,c,O,UNK,UNK
—,B,nt,O,UNK,UNK
num,M,nt,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,B,n,O,UNK,UNK
继,M,n,O,纟,jì
于,E,n,O,二,yú
肠,S,x,O,月,cháng
促,S,p,O,亻,cù
胰,B,nr,O,月,yí
素,M,nr,O,糸,sù
的,E,nr,O,白,dí
药,B,n,O,艹,yào
物,E,n,O,牜,wù
治,S,c,O,氵,zhì
疗,B,nt,O,疒,liáo
临,M,nt,O,丨,lín
床,M,nt,O,广,chuáng
应,M,nt,O,广,yīng
用,M,nt,O,用,yòng
的,M,nt,O,白,dí
LB,M,nt,O,UNK,UNK
快,E,nt,O,忄,kuài
速,B,nr,O,辶,sù
建,M,nr,O,廴,jiàn
议,E,nr,O,讠,yì
指,B,n,O,扌,zhǐ
南,E,n,O,十,nán
》,S,u,O,UNK,UNK
LB,S,uj,O,UNK,UNK
肠,B,n,O,月,cháng
促,E,n,O,亻,cù
胰,S,f,O,月,yí
素,S,x,O,糸,sù
(,B,n,O,UNK,UNK
i,M,n,O,UNK,UNK
n,E,n,O,UNK,UNK
c,B,n,O,UNK,UNK
r,E,n,O,UNK,UNK
e,B,p,O,UNK,UNK
t,E,p,O,UNK,UNK
i,B,m,O,UNK,UNK
n,M,m,O,UNK,UNK
),M,m,O,UNK,UNK
是,E,m,O,日,shì
一,S,x,O,一,yī
种,S,m,O,禾,zhǒng
经,S,x,O,纟,jīng
食,S,x,O,飠,shí
物,B,nt,O,牜,wù
刺,M,nt,O,刂,cì
激,M,nt,O,氵,jī
后,M,nt,O,口,hòu
由,M,nt,O,田,yóu
肠,E,nt,O,月,cháng
道,B,n,O,辶,dào
LB,E,n,O,UNK,UNK
细,B,v,O,纟,xì
胞,E,v,O,月,bāo
分,B,n,O,刀,fēn
泌,E,n,O,氵,mì
入,S,x,O,入,rù
血,S,x,O,血,xiě
、,B,v,O,UNK,UNK
能,E,v,O,月,néng
够,B,m,O,夕,gòu
刺,M,m,O,刂,cì
sep,sep,sep,sep,sep,sep
基,M,n,O,土,jī
于,E,n,O,二,yú
肠,S,x,O,月,cháng
LB,S,p,O,UNK,UNK
促,B,nr,O,亻,cù
胰,M,nr,O,月,yí
素,E,nr,O,糸,sù
的,B,n,O,白,dí
治,E,n,O,氵,zhì
疗,S,c,O,疒,liáo
药,B,nt,O,艹,yào
物,M,nt,O,牜,wù
(,M,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
n,M,nt,O,UNK,UNK
c,M,nt,O,UNK,UNK
r,M,nt,O,UNK,UNK
e,E,nt,O,UNK,UNK
t,B,nr,O,UNK,UNK
i,M,nr,O,UNK,UNK
n,E,nr,O,UNK,UNK
-,B,n,O,UNK,UNK
b,E,n,O,UNK,UNK
a,S,u,O,UNK,UNK
s,S,uj,O,UNK,UNK
e,B,n,O,UNK,UNK
d,E,n,O,UNK,UNK
sep,sep,sep,sep,sep,sep
I,E,n,O,UNK,UNK
B,S,x,O,UNK,UNK
T,S,p,O,UNK,UNK
s,B,nr,O,UNK,UNK
),M,nr,O,UNK,UNK
LB,E,nr,O,UNK,UNK
通,B,n,O,辶,tōng
过,E,n,O,辶,guò
与,S,c,O,一,yǔ
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
由,B,nr,O,田,yóu
于,M,nr,O,二,yú
这,E,nr,O,辶,zhè
类,B,n,O,米,lèi
药,E,n,O,艹,yào
物,S,c,O,牜,wù
具,B,nt,O,八,jù
有,M,nt,O,月,yǒu
低,M,nt,O,亻,dī
血,M,nt,O,血,xiě
糖,M,nt,O,米,táng
风,M,nt,O,风,fēng
LB,M,nt,O,UNK,UNK
险,E,nt,O,阝,xiǎn
小,B,nr,O,小,xiǎo
sep,sep,sep,sep,sep,sep
sep,sep,sep,sep,sep,sep
LB,E,nr,O,UNK,UNK
目,B,n,O,目,mù
前,E,n,O,刂,qián
在,S,c,O,土,zài
国,B,nt,O,囗,guó
内,M,nt,O,冂,nèi
已,M,nt,O,己,yǐ
经,M,nt,O,纟,jīng
上,M,nt,O,一,shàng
市,M,nt,O,巾,shì
了,M,nt,O,乙,liǎo
两,E,nt,O,一,liǎng
种,B,nr,O,禾,zhǒng
胰,M,nr,O,月,yí
高,E,nr,O,高,gāo
血,B,n,O,血,xiě
糖,E,n,O,米,táng
素,S,u,O,糸,sù
样,S,uj,O,木,yàng
肽,B,n,O,月,tài
一,E,n,O,一,yī
l,S,f,O,UNK,UNK
LB,S,x,O,UNK,UNK
受,B,n,O,又,shòu
体,M,n,O,亻,tǐ
激,E,n,O,氵,jī
动,B,n,O,力,dòng
剂,E,n,O,刂,jì
(,B,p,O,UNK,UNK
G,E,p,O,UNK,UNK
l,B,m,O,UNK,UNK
u,M,m,O,UNK,UNK
c,M,m,O,UNK,UNK
a,E,m,O,UNK,UNK
g,S,x,O,UNK,UNK
o,S,m,O,UNK,UNK
n,S,x,O,UNK,UNK
—,S,x,O,UNK,UNK
l,B,nt,O,UNK,UNK
i,M,nt,O,UNK,UNK
k,M,nt,O,UNK,UNK
e,M,nt,O,UNK,UNK
p,M,nt,O,UNK,UNK
e,E,nt,O,UNK,UNK
p,B,n,O,UNK,UNK
t,E,n,O,UNK,UNK
i,B,v,O,UNK,UNK
d,E,v,O,UNK,UNK
